sku;category;brand;model;variant;width_cm;length_cm;height_cm;weight_kg;fragile;package_type;hazard_class;extra_package;extra_width_cm;extra_length_cm;extra_price_usd;extra_type
ADID-D33D3B;Shoes;Adidas;Grand Court; Red 41;33,5;21,4;13,4;1,547;False;cardboard_box;Compressed_Gas-2;True;38.0;24.6;18.8;bubble_wrap
ADID-D3F4F0;Shoes;Adidas;Ultraboost; White;30,3;21,8;11,5;1,134;True;rigid_box;Compressed_Gas-2;True;35.2;26.2;19.62;foam_protector
ADID-D464F9;Shoes;Adidas;Grand Court; Red 43;33,6;19,8;11,9;1,324;False;plastic_box;UN3481-Lithium_Ion_Battery;True;37.6;23.6;17.81;air_cushion
ADID-D491BA;Shoes;Adidas;Ultraboost; White 43;30,1;18,5;13,5;0,634;False;metal_box;Corrosive-8;False;32.2;24.6;17.18;foam_protector
ADID-D56719;Shoes;Adidas;Ultraboost; White 41;30,1;24,5;14,2;0,92;True;plastic_box;Flammable_Liquid-3;True;33.0;28.9;18.81;foam_protector
ADID-D6A2FA;Shoes;Adidas;Grand Court; Black 36;34,0;17,6;14,4;1,035;False;kraft_envelope;Aerosol-2;True;37.3;20.4;15.95;air_cushion
ADID-D75282;Shoes;Adidas;Runfalcon; White 41;32,4;21,8;12,6;1,239;False;cardboard_box;Compressed_Gas-2;True;37.1;24.0;18.41;stretch_film
ADID-D7DD7B;Shoes;Adidas;Runfalcon; Grey 36;30,4;24,1;11,7;0,903;False;kraft_envelope;Aerosol-2;True;34.1;28.0;20.26;corner_guard
ADID-D981C4;Shoes;Adidas;Grand Court; Navy 43;35,6;23,9;12,2;0,835;False;plastic_box;;False;;;;
ADID-DDA8AA;Shoes;Adidas;Grand Court; Black;31,9;21,9;12,1;1,117;False;poly_bag;Corrosive-8;False;35.0;20.5;16.44;stretch_film
ADID-E26C81;Shoes;Adidas;Superstar; 36;30,1;21,5;12,3;1,327;False;glass_jar;UN3481-Lithium_Ion_Battery;True;32.4;26.7;17.48;air_cushion
ADID-E2919B;Shoes;Adidas;Superstar; 37;33,2;20,1;13,7;1,274;False;kraft_envelope;Corrosive-8;False;34.7;24.5;19.16;air_cushion
ADID-E2D2F7;Shoes;Adidas;Runfalcon; 37;38,3;22,5;12,1;0,834;False;plastic_box;Aerosol-2;True;40.9;27.4;21.99;corner_guard
ADID-E6C5DB;Shoes;Adidas;Ultraboost; Grey;35,2;22,9;12,5;1,369;False;glass_jar;Flammable_Liquid-3;False;30.3;23.7;15.65;bubble_wrap
ADID-E6D274;Shoes;Adidas;Superstar; White 43;36,2;19,7;11,3;1,257;False;kraft_envelope;Compressed_Gas-2;True;40.0;21.7;17.52;stretch_film
ADID-E9590B;Shoes;Adidas;Ultraboost; White 38;35,8;22,5;14,3;1,095;False;kraft_envelope;Compressed_Gas-2;False;;;;
ADID-E9863F;Shoes;Adidas;Grand Court; 40;28,4;17,2;10,1;1,348;False;poly_bag;UN3481-Lithium_Ion_Battery;False;33.8;25.8;17.81;double_carton
ADID-E9EE2B;Shoes;Adidas;Duramo; Grey 36;26,1;17,3;12,3;1,063;False;rigid_box;Aerosol-2;True;28.2;19.4;13.73;air_cushion
ADID-EE587E;Shoes;Adidas;Superstar; Red 41;35,3;19,4;11,6;1,209;False;glass_jar;Aerosol-2;True;37.8;22.1;17.96;corner_guard
ADID-EE5D6F;Shoes;Adidas;Duramo; 40;31,4;19,3;11,0;1,15;False;glass_jar;Corrosive-8;False;30.9;28.2;17.63;air_cushion
ADID-EF770C;Shoes;Adidas;Ultraboost; Navy 43;33,5;20,2;12,8;1,372;False;cardboard_box;Corrosive-8;False;;;;
ADID-F2CBF5;Shoes;Adidas;Duramo; 39;27,1;19,3;15,0;1,016;False;cardboard_box;Compressed_Gas-2;False;35.9;26.0;19.22;corner_guard
ADID-F60D73;Shoes;Adidas;Runfalcon; 43;27,5;16,3;10,2;1,162;False;poly_bag;Aerosol-2;True;31.9;20.0;14.07;double_carton
ADID-F616E1;Shoes;Adidas;Superstar; 40;33,1;19,7;14,1;0,917;False;rigid_box;Flammable_Liquid-3;True;37.9;23.4;18.01;double_carton
ADID-FA3AAE;Shoes;Adidas;Superstar; 39;28,5;22,0;14,7;0,956;False;cardboard_box;Flammable_Liquid-3;False;35.9;25.0;18.33;air_cushion
ADID-FA7768;Shoes;Adidas;Runfalcon; Black 37;36,8;16,7;11,8;1,146;False;cardboard_box;Corrosive-8;True;39.4;21.5;17.38;stretch_film
ADID-FB005B;Shoes;Adidas;Superstar;;30,0;21,2;13,5;1,268;False;metal_box;Compressed_Gas-2;False;34.6;26.0;18.29;stretch_film
ADID-FD0268;Shoes;Adidas;Runfalcon; Black 42;33,6;23,0;11,9;0,757;False;rigid_box;Corrosive-8;False;31.9;22.8;15.6;bubble_wrap
ADID-FD43F9;Shoes;Adidas;Superstar; Grey 41;30,8;21,4;13,0;1,263;False;poly_bag;Corrosive-8;True;33.1;23.1;16.07;corner_guard
ADID-FD5142;Shoes;Adidas;Superstar; White 37;33,0;22,0;11,1;1,233;False;kraft_envelope;Corrosive-8;False;;;;
ADID-FD8166;Shoes;Adidas;Grand Court; Black 42;34,8;18,5;12,7;1,234;False;rigid_box;Flammable_Liquid-3;True;38.6;20.2;16.66;stretch_film
ADID-FDE920;Shoes;Adidas;Grand Court; 41;32,5;19,0;13,5;1,179;False;cardboard_box;UN3481-Lithium_Ion_Battery;False;33.7;28.4;20.54;foam_protector
ANAD-2F1D4C;Food Jar;Anadolu;Pine Honey 1kg;;12,3;12,7;17,2;1,174;False;rigid_box;Corrosive-8;True;14.9;14.0;8.48;double_carton
ANAD-528B26;Food Jar;Anadolu;Hazelnut Paste 320g;;11,3;10,1;17,8;0,956;False;glass_jar;Corrosive-8;True;15.6;11.8;9.76;double_carton
ANAD-A1FD22;Food Jar;Anadolu;Tahini 500g;;12,7;11,6;17,0;1,196;False;metal_box;Aerosol-2;False;17.0;15.3;9.67;double_carton
ANAD-E629D6;Food Jar;Anadolu;Flower Honey 850g;;9,9;12,3;15,0;1,304;False;plastic_box;Corrosive-8;True;13.5;15.4;8.37;bubble_wrap
APPL-000ED7;Phone;Apple;iPhone 15 Plus; 128GB Blue;17,1;9,3;5,8;0,394;False;glass_jar;Compressed_Gas-2;False;16.4;10.9;7.18;stretch_film
APPL-00A04A;Phone;Apple;iPhone 15 Plus; 256GB Black;17,0;9,0;3,7;0,337;False;glass_jar;Corrosive-8;False;18.7;10.9;7.56;stretch_film
APPL-01CEA7;Phone;Apple;iPhone 15 Plus; 256GB Midnight;16,9;6,7;5,6;0,419;False;metal_box;Aerosol-2;False;20.4;14.7;9.61;bubble_wrap
APPL-023C72;Phone;Apple;iPhone 14; 512GB Black;15,1;9,2;5,2;0,491;True;cardboard_box;UN3481-Lithium_Ion_Battery;True;17.0;12.2;7.72;stretch_film
APPL-03A5F7;Phone;Apple;iPhone 13; 512GB Starlight;17,3;9,9;5,2;0,364;False;glass_jar;Flammable_Liquid-3;False;20.1;10.2;7.58;bubble_wrap
APPL-0413F1;Phone;Apple;iPhone 15; 512GB Midnight;16,8;7,9;6,5;0,598;True;cardboard_box;Compressed_Gas-2;True;19.8;12.5;9.36;bubble_wrap
APPL-06900E;Phone;Apple;iPhone 15; 256GB Graphite;13,6;9,2;3,2;0,65;True;kraft_envelope;UN3481-Lithium_Ion_Battery;True;16.9;12.4;7.64;double_carton
APPL-076B25;Phone;Apple;iPhone 15; 128GB Starlight;17,3;8,9;4,5;0,514;True;plastic_box;Flammable_Liquid-3;False;;;;
APPL-0DFDAA;Phone;Apple;iPhone 13; 128GB Starlight;17,7;8,0;4,1;0,504;True;poly_bag;Corrosive-8;True;19.1;10.8;8.6;air_cushion
APPL-199DDE;Phone;Apple;iPhone 15 Plus; 128GB Silver;16,2;9,2;3,7;0,531;True;kraft_envelope;UN3481-Lithium_Ion_Battery;True;18.3;12.4;8.17;stretch_film
APPL-1F2FCE;Phone;Apple;iPhone 13; 512GB Silver;19,3;8,7;4,0;0,397;True;glass_jar;UN3481-Lithium_Ion_Battery;True;22.0;11.7;8.36;bubble_wrap
APPL-2077CF;Phone;Apple;iPhone 13; 512GB Midnight;14,8;10,6;3,0;0,582;True;cardboard_box;Compressed_Gas-2;True;16.6;13.1;7.76;air_cushion
APPL-2116A0;Phone;Apple;iPhone 13; 256GB Blue;12,1;7,8;6,1;0,374;False;poly_bag;Flammable_Liquid-3;True;14.1;11.2;6.87;double_carton
APPL-236596;Phone;Apple;iPhone 15 Plus; 128GB Starlight;17,2;9,3;3,6;0,363;True;glass_jar;Corrosive-8;True;18.3;10.7;8.1;corner_guard
APPL-2410DA;Phone;Apple;iPhone 15; 128GB Midnight;15,0;8,0;6,7;0,347;False;poly_bag;Aerosol-2;True;19.3;9.0;7.11;corner_guard
APPL-2E626F;Phone;Apple;iPhone 13; 256GB Graphite;8,9;8,5;4,2;0,541;False;metal_box;Aerosol-2;True;11.6;11.4;8.59;foam_protector
APPL-2E75B4;Phone;Apple;iPhone 15 Plus; 128GB Graphite;16,7;6,1;5,7;0,561;False;rigid_box;UN3481-Lithium_Ion_Battery;False;;;;
APPL-2FBE5C;Phone;Apple;iPhone 13; 256GB Silver;16,4;8,2;6,2;0,375;False;metal_box;Compressed_Gas-2;False;18.5;9.6;7.16;corner_guard
APPL-330213;Phone;Apple;iPhone 14; 512GB Blue;16,5;6,3;4,2;0,457;True;metal_box;Flammable_Liquid-3;False;;;;
APPL-3333CB;Phone;Apple;iPhone 15 Plus; 512GB Starlight;15,7;10,3;5,8;0,47;False;rigid_box;Compressed_Gas-2;True;20.0;13.1;8.91;double_carton
APPL-357D2C;Phone;Apple;iPhone 14; 512GB Silver;15,6;10,5;3,6;0,421;True;metal_box;Corrosive-8;True;18.8;13.3;8.81;stretch_film
APPL-3C5620;Phone;Apple;iPhone 15 Plus; 256GB Graphite;14,2;9,0;5,6;0,583;False;glass_jar;Compressed_Gas-2;False;;;;
APPL-3E6FA2;Phone;Apple;iPhone 15 Plus; 128GB Midnight;13,1;8,1;6,1;0,334;False;glass_jar;Compressed_Gas-2;False;21.9;11.5;8.28;air_cushion
APPL-423367;Phone;Apple;iPhone 15; 128GB Black;17,3;11,4;4,8;0,596;False;rigid_box;UN3481-Lithium_Ion_Battery;True;20.2;14.4;8.86;corner_guard
APPL-45A510;Phone;Apple;iPhone 15; 128GB Blue;13,4;6,2;1,9;0,343;False;plastic_box;Compressed_Gas-2;False;18.4;11.1;9.04;air_cushion
APPL-4D28A3;Phone;Apple;iPhone 15; 128GB Graphite;15,3;10,9;5,3;0,566;True;kraft_envelope;Flammable_Liquid-3;True;17.1;14.0;8.09;foam_protector
APPL-4FC418;Phone;Apple;iPhone 14; 128GB Black;14,4;8,1;3,9;0,408;False;rigid_box;Corrosive-8;True;19.5;10.9;7.69;air_cushion
APPL-50A398;Phone;Apple;iPhone 14; 256GB Black;14,8;11,4;5,3;0,417;True;glass_jar;Corrosive-8;True;18.0;13.9;8.25;double_carton
APPL-5150D5;Phone;Apple;iPhone 15; 256GB Silver;20,3;9,3;3,9;0,383;True;cardboard_box;Compressed_Gas-2;True;23.9;12.3;8.91;air_cushion
APPL-526D2B;Phone;Apple;iPhone 13; 128GB Blue;17,3;10,2;4,2;0,625;False;rigid_box;Aerosol-2;True;19.6;13.9;9.9;foam_protector
APPL-5313B4;Phone;Apple;iPhone 15; 128GB Silver;20,5;8,9;4,9;0,283;False;rigid_box;Aerosol-2;False;;;;
APPL-55851B;Phone;Apple;iPhone 13; 128GB Midnight;13,4;6,8;5,5;0,517;False;metal_box;Flammable_Liquid-3;True;18.1;10.1;8.53;double_carton
APPL-55CD20;Phone;Apple;iPhone 15 Plus; 512GB Silver;16,4;9,3;7,2;0,546;False;plastic_box;Flammable_Liquid-3;True;18.7;12.2;7.92;air_cushion
APPL-58E097;Phone;Apple;iPhone 15 Plus; 128GB Black;17,3;8,8;5,2;0,258;True;plastic_box;Compressed_Gas-2;True;20.1;12.8;8.38;foam_protector
APPL-5BACED;Phone;Apple;iPhone 15; 256GB Blue;17,7;9,9;2,8;0,507;False;plastic_box;Compressed_Gas-2;False;23.1;11.3;8.72;stretch_film
APPL-5E508C;Phone;Apple;iPhone 15; 512GB Silver;14,9;6,8;3,7;0,289;False;kraft_envelope;Aerosol-2;True;18.2;8.2;8.46;bubble_wrap
APPL-5F8828;Phone;Apple;iPhone 14; 128GB Graphite;15,2;9,1;5,8;0,402;False;kraft_envelope;Corrosive-8;True;16.7;12.6;7.66;double_carton
APPL-6191A0;Phone;Apple;iPhone 15 Plus; 512GB Graphite;16,4;9,8;3,7;0,4;True;glass_jar;Compressed_Gas-2;True;19.7;13.8;9.73;corner_guard
APPL-670688;Phone;Apple;iPhone 14; 512GB Starlight;16,9;9,5;4,7;0,501;False;glass_jar;UN3481-Lithium_Ion_Battery;False;17.5;13.2;9.19;double_carton
APPL-6827DA;Phone;Apple;iPhone 13; 128GB Silver;15,6;9,0;4,1;0,622;True;metal_box;Aerosol-2;True;21.3;11.8;8.9;corner_guard
APPL-8209CF;Phone;Apple;iPhone 14; 512GB Midnight;15,7;9,0;5,8;0,486;False;plastic_box;Compressed_Gas-2;False;16.5;13.8;9.38;stretch_film
APPL-862BDE;Phone;Apple;iPhone 14; 512GB Graphite;15,8;8,7;5,2;0,394;False;plastic_box;Aerosol-2;False;20.5;12.8;8.44;bubble_wrap
APPL-8DA8C0;Phone;Apple;iPhone 14; 128GB Blue;12,5;7,0;4,6;0,554;True;kraft_envelope;Aerosol-2;True;15.9;9.3;7.43;foam_protector
APPL-8FFA53;Phone;Apple;iPhone 15; 256GB Midnight;15,0;6,0;5,5;0,328;False;kraft_envelope;Flammable_Liquid-3;True;17.8;10.5;7.64;double_carton
APPL-9A3F79;Phone;Apple;iPhone 14; 256GB Graphite;14,9;9,2;5,0;0,681;False;plastic_box;UN3481-Lithium_Ion_Battery;False;19.1;11.8;7.88;bubble_wrap
APPL-A04DD4;Phone;Apple;iPhone 15; 512GB Graphite;15,7;10,0;4,1;0,343;False;glass_jar;UN3481-Lithium_Ion_Battery;True;18.6;13.5;9.47;foam_protector
APPL-A506EB;Phone;Apple;iPhone 15 Plus; 256GB Starlight;15,0;9,5;3,4;0,453;False;cardboard_box;Aerosol-2;False;21.0;10.9;7.93;stretch_film
APPL-A55ADC;Phone;Apple;iPhone 14; 256GB Starlight;16,9;9,6;3,1;0,44;True;plastic_box;UN3481-Lithium_Ion_Battery;False;22.4;13.4;9.0;air_cushion
APPL-A5E8C1;Phone;Apple;iPhone 13;;16,4;9,5;2,8;0,513;False;poly_bag;UN3481-Lithium_Ion_Battery;False;15.3;11.8;7.21;air_cushion
APPL-AA1713;Phone;Apple;iPhone 15 Plus; 256GB Silver;12,9;7,4;5,6;0,486;False;cardboard_box;Corrosive-8;True;15.1;10.5;7.84;double_carton
APPL-AAE7C3;Phone;Apple;iPhone 15; 256GB Black;14,5;12,9;5,6;0,409;False;glass_jar;Compressed_Gas-2;True;15.6;16.1;8.27;air_cushion
APPL-AC376E;Phone;Apple;iPhone 13; 128GB Black;18,8;6,2;3,0;0,468;False;kraft_envelope;Compressed_Gas-2;True;22.7;10.5;8.63;foam_protector
APPL-AF483E;Phone;Apple;iPhone 15; 512GB Starlight;14,1;11,0;5,2;0,289;True;plastic_box;Flammable_Liquid-3;True;17.2;14.9;8.7;air_cushion
APPL-B26F37;Phone;Apple;iPhone 13; 256GB Black;16,6;10,6;4,8;0,486;False;plastic_box;UN3481-Lithium_Ion_Battery;False;17.4;12.8;8.58;air_cushion
APPL-B5B663;Phone;Apple;iPhone 14; 128GB Midnight;17,7;7,1;4,3;0,466;False;rigid_box;Aerosol-2;False;22.2;10.6;8.71;stretch_film
APPL-B70EBE;Phone;Apple;iPhone 14; 256GB Midnight;17,0;8,7;4,2;0,373;False;poly_bag;Flammable_Liquid-3;False;18.0;12.6;9.54;corner_guard
APPL-BC4AD0;Phone;Apple;iPhone 15; 512GB Blue;13,3;7,5;5,0;0,359;False;kraft_envelope;Corrosive-8;True;16.6;11.6;8.18;foam_protector
APPL-C896DA;Phone;Apple;iPhone 14;;16,2;7,5;2,9;0,392;False;rigid_box;UN3481-Lithium_Ion_Battery;True;19.7;9.0;7.16;bubble_wrap
APPL-CD30A3;Phone;Apple;iPhone 14; 256GB Blue;18,9;6,1;3,9;0,476;False;cardboard_box;Flammable_Liquid-3;True;20.6;7.8;6.91;foam_protector
APPL-CF729C;Phone;Apple;iPhone 15 Plus; 512GB Blue;17,9;8,9;5,9;0,595;True;glass_jar;Corrosive-8;True;19.8;10.6;7.97;foam_protector
APPL-D71D88;Phone;Apple;iPhone 14; 128GB Silver;19,2;9,8;5,6;0,566;False;poly_bag;Flammable_Liquid-3;False;14.9;8.0;6.29;corner_guard
APPL-D7FA69;Phone;Apple;iPhone 15; 256GB Starlight;17,4;10,6;5,4;0,583;False;rigid_box;Aerosol-2;False;18.5;8.7;8.25;double_carton
APPL-DCFCC3;Phone;Apple;iPhone 15 Plus; 512GB Black;18,8;6,5;6,4;0,346;False;metal_box;Corrosive-8;True;20.5;7.6;6.84;corner_guard
APPL-E069CE;Phone;Apple;iPhone 13; 256GB Midnight;14,0;10,1;4,0;0,304;True;rigid_box;Aerosol-2;True;18.1;12.1;7.93;corner_guard
APPL-E28B0A;Phone;Apple;iPhone 13; 512GB Blue;15,7;8,2;5,8;0,55;False;glass_jar;Aerosol-2;True;20.6;9.4;7.4;double_carton
APPL-E30FB7;Phone;Apple;iPhone 15 Plus; 256GB Blue;19,4;9,5;5,4;0,292;False;glass_jar;Aerosol-2;True;22.6;13.3;10.36;double_carton
APPL-E53E9B;Phone;Apple;iPhone 14; 256GB Silver;19,3;8,4;5,3;0,46;True;cardboard_box;UN3481-Lithium_Ion_Battery;True;21.3;12.6;8.55;double_carton
APPL-E79895;Phone;Apple;iPhone 13; 512GB Graphite;17,4;9,0;6,3;0,645;False;metal_box;UN3481-Lithium_Ion_Battery;True;19.9;10.6;7.72;bubble_wrap
APPL-EAE4F0;Phone;Apple;iPhone 13; 512GB Black;15,8;8,9;4,9;0,486;False;glass_jar;Compressed_Gas-2;False;;;;
APPL-EC19C7;Phone;Apple;iPhone 13; 128GB Graphite;18,3;7,8;3,6;0,288;True;kraft_envelope;UN3481-Lithium_Ion_Battery;True;19.8;10.1;8.95;foam_protector
APPL-F3FA05;Phone;Apple;iPhone 15 Plus; 512GB Midnight;14,2;10,0;6,9;0,434;False;plastic_box;Corrosive-8;False;22.1;12.6;9.24;stretch_film
APPL-F47DC3;Phone;Apple;iPhone 14; 128GB Starlight;12,3;9,1;5,2;0,44;False;rigid_box;UN3481-Lithium_Ion_Battery;True;13.5;12.1;8.57;bubble_wrap
APPL-F57A63;Phone;Apple;iPhone 15;;16,3;10,9;4,6;0,331;True;cardboard_box;Aerosol-2;False;22.7;11.1;8.28;bubble_wrap
APPL-F9B57B;Phone;Apple;iPhone 13; 256GB Starlight;18,6;5,4;5,6;0,318;True;metal_box;Corrosive-8;True;20.3;8.5;7.76;double_carton
APPL-FAC0A1;Phone;Apple;iPhone 15 Plus;;16,0;7,9;4,8;0,431;True;rigid_box;Corrosive-8;True;19.0;12.4;8.65;foam_protector
CLAS-1401CF;Book;Classic;Les Miserables;;26,8;20,6;3,6;1,091;True;glass_jar;Aerosol-2;True;30.1;23.1;16.09;stretch_film
CLAS-83158F;Book;Classic;Madonna in a Fur Coat;;23,5;20,7;2,3;0,51;False;cardboard_box;Corrosive-8;True;27.4;24.7;14.86;stretch_film
CLAS-A55F0F;Book;Classic;The Metamorphosis;;20,9;20,0;3,8;0,641;False;plastic_box;Flammable_Liquid-3;True;24.0;23.9;14.32;bubble_wrap
CLAS-AB63F1;Book;Classic;Crime and Punishment;;21,5;20,2;2,7;0,484;False;glass_jar;Corrosive-8;True;25.4;23.9;14.59;foam_protector
DELL-013169;Laptop;Dell;XPS 13; 128GB Blue;33,0;22,5;3,5;1,681;True;poly_bag;Flammable_Liquid-3;True;35.7;25.7;18.26;foam_protector
DELL-045935;Laptop;Dell;Inspiron 14; 128GB Midnight;36,4;22,2;3,3;1,805;False;rigid_box;Flammable_Liquid-3;False;37.8;27.7;20.68;foam_protector
DELL-05542E;Laptop;Dell;XPS 13; 256GB Starlight;31,9;21,4;4,5;1,63;True;poly_bag;Flammable_Liquid-3;True;34.4;25.6;19.66;double_carton
DELL-1B2E9A;Laptop;Dell;XPS 13; 512GB Black;40,7;24,7;1,9;2,183;True;metal_box;Compressed_Gas-2;True;44.5;27.9;24.81;foam_protector
DELL-218404;Laptop;Dell;Inspiron 14; 128GB Graphite;39,9;26,4;3,6;1,724;False;kraft_envelope;Corrosive-8;True;44.1;28.7;23.49;double_carton
DELL-251BBD;Laptop;Dell;Vostro 15; 256GB Black;34,1;30,0;3,0;1,763;False;plastic_box;Corrosive-8;True;36.6;31.5;21.95;double_carton
DELL-2522EA;Laptop;Dell;Inspiron 14; 256GB Silver;37,2;26,4;2,9;1,459;False;rigid_box;Compressed_Gas-2;False;33.0;26.3;17.54;corner_guard
DELL-2804D5;Laptop;Dell;Vostro 15; 256GB Silver;41,0;22,7;2,7;1,497;True;metal_box;Aerosol-2;True;43.2;26.2;21.78;corner_guard
DELL-2992F8;Laptop;Dell;XPS 13; 256GB Blue;34,5;25,6;3,9;2,243;True;rigid_box;Aerosol-2;True;36.6;27.5;21.89;foam_protector
DELL-2A7C98;Laptop;Dell;XPS 13; 512GB Midnight;31,0;26,0;2,1;1,543;False;glass_jar;Aerosol-2;False;42.9;29.1;23.23;corner_guard
DELL-317E01;Laptop;Dell;Inspiron 14; 256GB Black;35,2;22,7;2,7;1,402;True;cardboard_box;UN3481-Lithium_Ion_Battery;True;37.2;26.3;19.29;air_cushion
DELL-360ED8;Laptop;Dell;XPS 13; 128GB Silver;32,9;26,3;3,4;1,188;False;plastic_box;Compressed_Gas-2;True;37.1;28.2;20.64;foam_protector
DELL-38C78F;Laptop;Dell;XPS 13;;38,2;20,9;2,4;1,418;True;rigid_box;UN3481-Lithium_Ion_Battery;True;41.1;22.5;19.75;foam_protector
DELL-391E6E;Laptop;Dell;XPS 13; 512GB Silver;41,3;24,7;2,0;1,448;False;plastic_box;Aerosol-2;True;44.1;26.5;22.55;air_cushion
DELL-3CE26B;Laptop;Dell;Vostro 15; 512GB Blue;32,1;25,8;3,8;1,694;False;poly_bag;Corrosive-8;False;34.3;27.1;18.44;air_cushion
DELL-3E6E25;Laptop;Dell;Inspiron 14; 512GB Graphite;32,9;25,1;2,2;1,79;False;cardboard_box;UN3481-Lithium_Ion_Battery;False;37.2;24.6;19.54;foam_protector
DELL-3F8FBD;Laptop;Dell;XPS 13; 256GB Graphite;35,6;28,1;3,3;1,795;True;cardboard_box;Aerosol-2;True;36.6;32.3;22.64;air_cushion
DELL-412AA7;Laptop;Dell;Vostro 15; 512GB Black;36,6;22,2;3,7;1,85;False;glass_jar;Aerosol-2;False;;;;
DELL-41C515;Laptop;Dell;XPS 13; 512GB Starlight;37,6;25,1;3,5;1,663;True;kraft_envelope;Compressed_Gas-2;True;40.7;26.5;20.68;air_cushion
DELL-46103D;Laptop;Dell;Inspiron 14; 512GB Starlight;33,4;22,2;3,6;1,778;True;cardboard_box;UN3481-Lithium_Ion_Battery;False;42.0;24.0;20.16;foam_protector
DELL-483E2F;Laptop;Dell;Vostro 15; 256GB Starlight;34,8;21,4;1,5;0,871;True;metal_box;Flammable_Liquid-3;True;35.8;23.2;16.96;double_carton
DELL-528E4A;Laptop;Dell;Vostro 15; 256GB Blue;37,4;22,8;3,3;1,654;True;glass_jar;UN3481-Lithium_Ion_Battery;True;40.7;25.8;20.47;corner_guard
DELL-5353C5;Laptop;Dell;XPS 13; 128GB Midnight;35,3;24,3;3,2;1,278;True;poly_bag;Flammable_Liquid-3;True;37.3;29.6;22.62;stretch_film
DELL-550815;Laptop;Dell;Inspiron 14; 256GB Graphite;35,2;21,9;2,7;1,53;False;cardboard_box;Corrosive-8;True;39.2;23.2;18.14;air_cushion
DELL-60906B;Laptop;Dell;Inspiron 14; 256GB Blue;40,1;25,9;3,0;1,985;False;poly_bag;Corrosive-8;True;43.2;29.1;24.55;foam_protector
DELL-63F00E;Laptop;Dell;Vostro 15; 256GB Graphite;35,8;22,3;3,5;1,591;True;plastic_box;Compressed_Gas-2;True;40.1;25.2;19.66;air_cushion
DELL-6AF8B5;Laptop;Dell;Inspiron 14; 128GB Black;37,0;21,9;3,3;1,439;False;kraft_envelope;UN3481-Lithium_Ion_Battery;True;40.9;24.7;21.25;double_carton
DELL-6DF5DF;Laptop;Dell;Vostro 15; 128GB Black;34,4;26,3;2,3;1,248;True;kraft_envelope;Aerosol-2;True;36.3;30.3;21.24;stretch_film
DELL-77D4ED;Laptop;Dell;Vostro 15; 512GB Starlight;34,1;23,3;2,4;1,75;True;kraft_envelope;Aerosol-2;True;36.3;26.2;19.5;foam_protector
DELL-7E026E;Laptop;Dell;Inspiron 14;;40,2;23,7;1,8;1,583;True;metal_box;UN3481-Lithium_Ion_Battery;True;43.9;26.0;24.12;corner_guard
DELL-82D1CB;Laptop;Dell;XPS 13; 256GB Black;33,7;23,6;3,6;2,129;False;poly_bag;UN3481-Lithium_Ion_Battery;True;36.8;25.6;18.78;stretch_film
DELL-83F534;Laptop;Dell;XPS 13; 256GB Silver;33,2;22,7;3,8;1,446;False;cardboard_box;Corrosive-8;False;42.5;29.5;25.25;foam_protector
DELL-8583F2;Laptop;Dell;Vostro 15; 512GB Silver;30,8;27,4;1,9;1,529;False;kraft_envelope;Corrosive-8;False;;;;
DELL-8672D4;Laptop;Dell;Inspiron 14; 512GB Silver;31,9;22,9;2,4;1,303;False;rigid_box;Corrosive-8;True;35.3;26.0;18.27;stretch_film
DELL-87BEB4;Laptop;Dell;XPS 13; 512GB Blue;40,9;30,3;2,5;1,397;False;glass_jar;Flammable_Liquid-3;False;;;;
DELL-8F5B3F;Laptop;Dell;Vostro 15; 128GB Blue;30,4;20,1;3,0;0,515;True;kraft_envelope;Flammable_Liquid-3;True;32.1;23.0;15.73;bubble_wrap
DELL-9526F8;Laptop;Dell;Inspiron 14; 128GB Starlight;38,4;21,0;3,4;1,242;False;rigid_box;Flammable_Liquid-3;True;41.4;23.2;19.5;stretch_film
DELL-9CBE03;Laptop;Dell;Inspiron 14; 256GB Starlight;33,6;24,7;2,3;1,33;True;kraft_envelope;Corrosive-8;True;36.6;28.4;21.35;foam_protector
DELL-A0BCFA;Laptop;Dell;Inspiron 14; 512GB Midnight;33,3;21,1;2,7;1,411;False;plastic_box;Compressed_Gas-2;False;39.1;32.5;25.61;foam_protector
DELL-A1194C;Laptop;Dell;XPS 13; 512GB Graphite;37,7;26,4;3,9;1,886;True;glass_jar;Corrosive-8;True;39.5;28.8;22.47;foam_protector
DELL-AC56D9;Laptop;Dell;Vostro 15; 128GB Midnight;33,2;22,5;2,9;2,011;False;kraft_envelope;Aerosol-2;True;36.6;25.9;19.31;double_carton
DELL-ACE32F;Laptop;Dell;XPS 13; 128GB Starlight;38,0;25,2;3,1;1,214;False;glass_jar;Compressed_Gas-2;False;38.5;22.5;19.99;double_carton
DELL-B9A519;Laptop;Dell;Inspiron 14; 256GB Midnight;32,9;26,2;2,8;1,511;False;plastic_box;Corrosive-8;True;36.1;29.5;20.47;bubble_wrap
DELL-C7A2E7;Laptop;Dell;Inspiron 14; 512GB Black;33,5;27,2;2,4;1,51;True;cardboard_box;Aerosol-2;True;34.5;31.6;22.09;corner_guard
DELL-CDE5A6;Laptop;Dell;Vostro 15; 128GB Silver;42,3;24,3;2,7;1,473;False;glass_jar;Corrosive-8;True;45.3;28.6;23.93;foam_protector
