sku,box_id,utilization,price_try
SKU-001410,BOX-000016,0.2838,28.46
SKU-001411,BOX-000001,0.28,45820.0
SKU-001412,BOX-000005,0.4756,29.45
SKU-001413,BOX-000012,0.2591,26.72
SKU-001414,BOX-000016,0.2385,28.46
SKU-001415,BOX-000006,0.6912,32.14
SKU-001416,BOX-000052,0.4217,42.31
SKU-001417,BOX-000005,0.562,29.45
SKU-001418,BOX-000005,0.3154,29.45
SKU-001419,BOX-000001,0.2526,45820.0
SKU-001420,BOX-000016,0.2846,28.46
SKU-001421,BOX-000005,0.4647,29.45
SKU-001422,BOX-000049,0.3578,20.25
SKU-001423,BOX-000055,0.2396,20.0
SKU-001424,BOX-000044,0.4471,17.58
SKU-001425,BOX-000012,0.559,26.72
SKU-001426,BOX-000005,0.5382,29.45
SKU-001427,BOX-000044,0.2701,17.58
SKU-001428,BOX-000058,0.2578,72.0
SKU-001429,BOX-000012,0.1949,26.72
SKU-001430,BOX-000016,0.3451,28.46
SKU-001431,BOX-000002,0.7533,15.49
SKU-001432,BOX-000005,0.4982,29.45
SKU-001433,BOX-000049,0.3433,20.25
SKU-001434,BOX-000017,0.5772,45911.0
SKU-001435,BOX-000058,0.2025,72.0
SKU-001436,BOX-000005,0.4109,29.45
SKU-001437,BOX-000005,0.2277,29.45
SKU-001438,BOX-000016,0.1859,28.46
SKU-001439,BOX-000016,0.2221,28.46
SKU-001440,BOX-000044,0.281,17.58
SKU-001441,BOX-000044,0.2917,17.58
SKU-001442,BOX-000005,0.3675,29.45
SKU-001443,BOX-000058,0.4009,72.0
SKU-001444,BOX-000005,0.4046,29.45
SKU-001445,BOX-000005,0.0908,29.45
SKU-001446,BOX-000016,0.2474,28.46
SKU-001447,BOX-000001,0.2992,45820.0
SKU-001448,BOX-000052,0.299,42.31
SKU-001449,BOX-000001,0.3844,45820.0
SKU-001450,BOX-000012,0.4334,26.72
SKU-001451,BOX-000005,0.426,29.45
SKU-001452,BOX-000049,0.2107,20.25
SKU-001453,BOX-000023,0.2426,45983.0
SKU-001454,BOX-000044,0.3483,17.58
SKU-001455,BOX-000016,0.5644,28.46
SKU-001456,BOX-000005,0.313,29.45
SKU-001457,BOX-000005,0.443,29.45
SKU-001458,BOX-000017,0.4973,45911.0
SKU-001459,BOX-000005,0.4495,29.45
SKU-001460,BOX-000044,0.2561,17.58
SKU-001461,BOX-000005,0.4397,29.45
SKU-001462,BOX-000006,0.4982,32.14
SKU-001463,BOX-000055,0.1563,20.0
SKU-001464,BOX-000002,0.8259,15.49
SKU-001465,BOX-000006,0.7297,32.14
SKU-001466,BOX-000039,0.3434,68.98
SKU-001467,BOX-000017,0.2406,45911.0
SKU-001468,BOX-000001,0.4975,45820.0
SKU-001469,BOX-000044,0.2226,17.58
SKU-001470,BOX-000055,0.3833,20.0
SKU-001471,BOX-000049,0.5594,20.25
SKU-001472,BOX-000052,0.4859,42.31
SKU-001473,BOX-000005,0.3668,29.45
SKU-001474,BOX-000017,0.156,45911.0
SKU-001475,BOX-000016,0.2745,28.46
SKU-001476,BOX-000005,0.446,29.45
SKU-001477,BOX-000001,0.541,45820.0
SKU-001478,BOX-000023,0.2863,45983.0
SKU-001479,BOX-000005,0.4414,29.45
SKU-001480,BOX-000049,0.4739,20.25
SKU-001481,BOX-000044,0.1544,17.58
SKU-001482,BOX-000005,0.3026,29.45
SKU-001483,BOX-000044,0.1575,17.58
SKU-001484,BOX-000001,0.4648,45820.0
SKU-001485,BOX-000001,0.4119,45820.0
SKU-001486,BOX-000051,0.5936,41.31
SKU-001487,BOX-000017,0.4581,45911.0
SKU-001488,BOX-000058,0.2396,72.0
SKU-001489,BOX-000005,0.3303,29.45
SKU-001490,BOX-000005,0.4609,29.45
SKU-001491,BOX-000049,0.3061,20.25
SKU-001492,BOX-000006,0.3452,32.14
SKU-001493,BOX-000058,0.2757,72.0
SKU-001494,BOX-000006,0.3441,32.14
SKU-001495,BOX-000005,0.4021,29.45
SKU-001496,BOX-000055,0.3735,20.0
SKU-001497,BOX-000051,0.6935,41.31
SKU-001498,BOX-000005,0.302,29.45
SKU-001499,BOX-000045,0.4046,24.78
SKU-001500,BOX-000055,0.2971,20.0
SKU-001501,BOX-000016,0.6906,28.46
SKU-001502,BOX-000044,0.2231,17.58
SKU-001503,BOX-000044,0.2089,17.58
SKU-001504,BOX-000012,0.4463,26.72
SKU-001505,BOX-000006,0.6263,32.14
SKU-001506,BOX-000044,0.2706,17.58
SKU-001507,BOX-000001,0.6367,45820.0
SKU-001508,BOX-000016,0.3187,28.46
SKU-001509,BOX-000050,0.6699,38.88
SKU-001510,BOX-000039,0.5261,68.98
SKU-001511,BOX-000012,0.3102,26.72
SKU-001512,BOX-000044,0.2583,17.58
SKU-001513,BOX-000055,0.6807,20.0
SKU-001514,BOX-000044,0.1734,17.58
SKU-001515,BOX-000002,0.3549,15.49
SKU-001516,BOX-000005,0.3652,29.45
SKU-001517,BOX-000001,0.5608,45820.0
SKU-001518,BOX-000044,0.0994,17.58
SKU-001519,BOX-000001,0.3347,45820.0
SKU-001520,BOX-000058,0.3483,72.0
SKU-001521,BOX-000005,0.359,29.45
SKU-001522,BOX-000012,0.4395,26.72
SKU-001523,BOX-000006,0.5382,32.14
SKU-001524,BOX-000053,0.5555,68.04
SKU-001525,BOX-000006,0.631,32.14
SKU-001526,BOX-000016,0.3231,28.46
SKU-001527,BOX-000012,0.138,26.72
SKU-001528,BOX-000055,0.3587,20.0
SKU-001529,BOX-000044,0.2739,17.58
SKU-001530,BOX-000005,0.5148,29.45
SKU-001531,BOX-000012,0.703,26.72
SKU-001532,BOX-000050,0.2774,38.88
SKU-001533,BOX-000005,0.3021,29.45
SKU-001534,BOX-000050,0.8242,38.88
SKU-001535,BOX-000012,0.1954,26.72
SKU-001536,BOX-000001,0.2207,45820.0
SKU-001537,BOX-000016,0.5857,28.46
SKU-001538,BOX-000005,0.6071,29.45
SKU-001539,BOX-000049,0.7386,20.25
SKU-001540,BOX-000001,0.3971,45820.0
SKU-001541,BOX-000001,0.5347,45820.0
SKU-001542,BOX-000044,0.2495,17.58
SKU-001543,BOX-000005,0.4043,29.45
SKU-001544,BOX-000044,0.2632,17.58
SKU-001545,BOX-000052,0.5918,42.31
SKU-001546,BOX-000016,0.2408,28.46
SKU-001547,BOX-000005,0.3501,29.45
SKU-001548,BOX-000016,0.249,28.46
SKU-001549,BOX-000044,0.327,17.58
SKU-001550,BOX-000044,0.4572,17.58
SKU-001551,BOX-000016,0.5141,28.46
SKU-001552,BOX-000044,0.0915,17.58
SKU-001553,BOX-000044,0.4136,17.58
SKU-001554,BOX-000055,0.3879,20.0
SKU-001555,BOX-000044,0.2952,17.58
SKU-001556,BOX-000051,0.6348,41.31
SKU-001557,BOX-000005,0.3622,29.45
SKU-001558,BOX-000005,0.5017,29.45
SKU-001559,BOX-000055,0.3624,20.0
SKU-001560,BOX-000058,0.1787,72.0
SKU-001561,BOX-000055,0.4953,20.0
SKU-001562,BOX-000058,0.2785,72.0
SKU-001563,BOX-000049,0.3586,20.25
SKU-001564,BOX-000016,0.3228,28.46
SKU-001565,BOX-000001,0.3156,45820.0
SKU-001566,BOX-000017,0.1705,45911.0
SKU-001567,BOX-000005,0.3406,29.45
SKU-001568,BOX-000006,0.2677,32.14
SKU-001569,BOX-000005,0.3807,29.45
SKU-001570,BOX-000044,0.1312,17.58
SKU-001571,BOX-000001,0.5793,45820.0
SKU-001572,BOX-000012,0.4399,26.72
SKU-001573,BOX-000005,0.611,29.45
SKU-001574,BOX-000005,0.475,29.45
SKU-001575,BOX-000044,0.2137,17.58
SKU-001576,BOX-000016,0.3011,28.46
SKU-001577,BOX-000055,0.2795,20.0
SKU-001578,BOX-000001,0.509,45820.0
SKU-001579,BOX-000045,0.1776,24.78
SKU-001580,BOX-000055,0.1543,20.0
SKU-001581,BOX-000016,0.6721,28.46
SKU-001582,BOX-000044,0.1845,17.58
SKU-001583,BOX-000044,0.2451,17.58
SKU-001584,BOX-000049,0.4685,20.25
SKU-001585,BOX-000012,0.1599,26.72
SKU-001586,BOX-000016,0.6997,28.46
SKU-001587,BOX-000016,0.4503,28.46
SKU-001588,BOX-000055,0.1623,20.0
SKU-001589,BOX-000016,0.6828,28.46
SKU-001590,BOX-000044,0.2232,17.58
SKU-001591,BOX-000023,0.1346,45983.0
SKU-001592,BOX-000055,0.2706,20.0
SKU-001593,BOX-000005,0.4007,29.45
SKU-001594,BOX-000044,0.2649,17.58
SKU-001595,BOX-000055,0.3168,20.0
SKU-001596,BOX-000055,0.3126,20.0
SKU-001597,BOX-000006,0.7181,32.14
SKU-001598,BOX-000005,0.6092,29.45
SKU-001599,BOX-000058,0.3058,72.0
SKU-001600,BOX-000055,0.383,20.0
SKU-001601,BOX-000045,0.0977,24.78
SKU-001602,BOX-000005,0.3727,29.45
SKU-001603,BOX-000044,0.4571,17.58
SKU-001604,BOX-000005,0.6471,29.45
SKU-001605,BOX-000005,0.3908,29.45
SKU-001606,BOX-000055,0.552,20.0
SKU-001607,BOX-000044,0.292,17.58
SKU-001608,BOX-000005,0.4228,29.45
SKU-001609,BOX-000044,0.2383,17.58
SKU-001610,BOX-000055,0.2159,20.0
SKU-001611,BOX-000005,0.2597,29.45
SKU-001612,BOX-000052,0.5125,42.31
SKU-001613,BOX-000016,0.817,28.46
SKU-001614,BOX-000002,0.7124,15.49
SKU-001615,BOX-000005,0.358,29.45
SKU-001616,BOX-000055,0.3614,20.0
SKU-001617,BOX-000005,0.2998,29.45
SKU-001618,BOX-000055,0.1382,20.0
SKU-001619,BOX-000044,0.1878,17.58
SKU-001620,BOX-000055,0.3676,20.0
SKU-001621,BOX-000005,0.1011,29.45
SKU-001622,BOX-000006,0.4852,32.14
SKU-001623,BOX-000055,0.3494,20.0
SKU-001624,BOX-000012,0.3305,26.72
SKU-001625,BOX-000005,0.3706,29.45
SKU-001626,BOX-000052,0.4313,42.31
SKU-001627,BOX-000050,0.2866,38.88
SKU-001628,BOX-000044,0.2502,17.58
SKU-001629,BOX-000050,0.4548,38.88
SKU-001630,BOX-000005,0.3158,29.45
SKU-001631,BOX-000005,0.3005,29.45
SKU-001632,BOX-000002,0.16,15.49
SKU-001633,BOX-000002,0.3917,15.49
SKU-001634,BOX-000005,0.366,29.45
SKU-001635,BOX-000012,0.1783,26.72
SKU-001636,BOX-000016,0.5486,28.46
SKU-001637,BOX-000001,0.3657,45820.0
SKU-001638,BOX-000044,0.2091,17.58
SKU-001639,BOX-000002,0.3313,15.49
SKU-001640,BOX-000001,0.1643,45820.0
SKU-001641,BOX-000016,0.481,28.46
SKU-001642,BOX-000005,0.4202,29.45
SKU-001643,BOX-000052,0.5087,42.31
SKU-001644,BOX-000044,0.2315,17.58
SKU-001645,BOX-000006,0.5209,32.14
SKU-001646,BOX-000005,0.6031,29.45
SKU-001647,BOX-000052,0.2558,42.31
SKU-001648,BOX-000005,0.3847,29.45
SKU-001649,BOX-000012,0.407,26.72
SKU-001650,BOX-000005,0.3619,29.45
SKU-001651,BOX-000049,0.3311,20.25
SKU-001652,BOX-000001,0.1664,45820.0
SKU-001653,BOX-000044,0.0699,17.58
SKU-001654,BOX-000012,0.2849,26.72
SKU-001655,BOX-000044,0.3963,17.58
SKU-001656,BOX-000005,0.355,29.45
SKU-001657,BOX-000044,0.4446,17.58
SKU-001658,BOX-000006,0.2885,32.14
SKU-001659,BOX-000016,0.1763,28.46
SKU-001660,BOX-000023,0.2207,45983.0
SKU-001661,BOX-000044,0.0609,17.58
SKU-001662,BOX-000049,0.3453,20.25
SKU-001663,BOX-000005,0.2638,29.45
SKU-001664,BOX-000044,0.123,17.58
SKU-001665,BOX-000005,0.6254,29.45
SKU-001666,BOX-000002,0.303,15.49
SKU-001667,BOX-000012,0.5755,26.72
SKU-001668,BOX-000049,0.3311,20.25
SKU-001669,BOX-000044,0.2063,17.58
SKU-001670,BOX-000005,0.3166,29.45
SKU-001671,BOX-000044,0.2051,17.58
SKU-001672,BOX-000044,0.297,17.58
SKU-001673,BOX-000051,0.3552,41.31
SKU-001674,BOX-000058,0.0805,72.0
SKU-001675,BOX-000005,0.2885,29.45
SKU-001676,BOX-000002,0.351,15.49
SKU-001677,BOX-000016,0.2861,28.46
SKU-001678,BOX-000044,0.2488,17.58
SKU-001679,BOX-000005,0.5103,29.45
SKU-001680,BOX-000005,0.3376,29.45
SKU-001681,BOX-000045,0.3585,24.78
SKU-001682,BOX-000058,0.4199,72.0
SKU-001683,BOX-000006,0.5174,32.14
SKU-001684,BOX-000049,0.2477,20.25
SKU-001685,BOX-000005,0.3688,29.45
SKU-001686,BOX-000012,0.1934,26.72
SKU-001687,BOX-000044,0.2806,17.58
SKU-001688,BOX-000051,0.7197,41.31
SKU-001689,BOX-000012,0.2964,26.72
SKU-001690,BOX-000012,0.5398,26.72
SKU-001691,BOX-000016,0.2479,28.46
SKU-001692,BOX-000044,0.1859,17.58
SKU-001693,BOX-000017,0.1693,45911.0
SKU-001694,BOX-000058,0.554,72.0
SKU-001695,BOX-000005,0.4691,29.45
SKU-001696,BOX-000017,0.1745,45911.0
SKU-001697,BOX-000005,0.426,29.45
SKU-001698,BOX-000016,0.1298,28.46
SKU-001699,BOX-000044,0.1814,17.58
SKU-001700,BOX-000044,0.179,17.58
SKU-001701,BOX-000016,0.3747,28.46
SKU-001702,BOX-000005,0.5638,29.45
SKU-001703,BOX-000017,0.2333,45911.0
SKU-001704,BOX-000005,0.3787,29.45
SKU-001705,BOX-000002,0.3591,15.49
SKU-001706,BOX-000006,0.28,32.14
SKU-001707,BOX-000049,0.4319,20.25
SKU-001708,BOX-000044,0.1609,17.58
SKU-001709,BOX-000016,0.1736,28.46
SKU-001710,BOX-000051,0.7824,41.31
SKU-001711,BOX-000002,0.3271,15.49
SKU-001712,BOX-000001,0.4462,45820.0
SKU-001713,BOX-000058,0.0511,72.0
SKU-001714,BOX-000052,0.4076,42.31
SKU-001715,BOX-000049,0.3062,20.25
SKU-001716,BOX-000016,0.4333,28.46
SKU-001717,BOX-000016,0.2442,28.46
SKU-001718,BOX-000016,0.139,28.46
SKU-001719,BOX-000016,0.2643,28.46
SKU-001720,BOX-000044,0.1805,17.58
SKU-001721,BOX-000005,0.4815,29.45
SKU-001722,BOX-000005,0.3179,29.45
SKU-001723,BOX-000002,0.2956,15.49
SKU-001724,BOX-000017,0.392,45911.0
SKU-001725,BOX-000044,0.1854,17.58
SKU-001726,BOX-000001,0.2244,45820.0
SKU-001727,BOX-000002,0.4593,15.49
SKU-001728,BOX-000005,0.3422,29.45
SKU-001729,BOX-000017,0.2263,45911.0
SKU-001730,BOX-000005,0.4245,29.45
SKU-001731,BOX-000044,0.3329,17.58
SKU-001732,BOX-000044,0.3063,17.58
SKU-001733,BOX-000005,0.4232,29.45
SKU-001734,BOX-000044,0.2398,17.58
SKU-001735,BOX-000001,0.1589,45820.0
SKU-001736,BOX-000049,0.2663,20.25
SKU-001737,BOX-000017,0.4174,45911.0
SKU-001738,BOX-000005,0.517,29.45
SKU-001739,BOX-000006,0.5296,32.14
SKU-001740,BOX-000045,0.3191,24.78
SKU-001741,BOX-000058,0.2567,72.0
SKU-001742,BOX-000050,0.6511,38.88
SKU-001743,BOX-000044,0.275,17.58
SKU-001744,BOX-000005,0.3837,29.45
SKU-001745,BOX-000005,0.292,29.45
SKU-001746,BOX-000005,0.4056,29.45
SKU-001747,BOX-000044,0.1993,17.58
SKU-001748,BOX-000044,0.3212,17.58
SKU-001749,BOX-000058,0.3042,72.0
SKU-001750,BOX-000002,0.3194,15.49
SKU-001751,BOX-000044,0.3384,17.58
SKU-001752,BOX-000002,0.2881,15.49
SKU-001753,BOX-000005,0.5488,29.45
SKU-001754,BOX-000006,0.4907,32.14
SKU-001755,BOX-000045,0.1196,24.78
SKU-001756,BOX-000001,0.1579,45820.0
SKU-001757,BOX-000005,0.3222,29.45
SKU-001758,BOX-000006,0.4653,32.14
SKU-001759,BOX-000005,0.3968,29.45
SKU-001760,BOX-000049,0.3645,20.25
SKU-001761,BOX-000001,0.2538,45820.0
SKU-001762,BOX-000016,0.229,28.46
SKU-001763,BOX-000049,0.3201,20.25
SKU-001764,BOX-000001,0.4865,45820.0
SKU-001765,BOX-000044,0.2429,17.58
SKU-001766,BOX-000053,0.5191,68.04
SKU-001767,BOX-000058,0.2338,72.0
SKU-001768,BOX-000006,0.6131,32.14
SKU-001769,BOX-000044,0.2521,17.58
SKU-001770,BOX-000006,0.2398,32.14
SKU-001771,BOX-000001,0.5975,45820.0
SKU-001772,BOX-000052,0.3711,42.31
SKU-001773,BOX-000017,0.2203,45911.0
SKU-001774,BOX-000001,0.4172,45820.0
SKU-001775,BOX-000045,0.3168,24.78
SKU-001776,BOX-000058,0.2758,72.0
SKU-001777,BOX-000006,0.2851,32.14
SKU-001778,BOX-000006,0.0455,32.14
SKU-001779,BOX-000016,0.1855,28.46
SKU-001780,BOX-000049,0.2843,20.25
SKU-001781,BOX-000045,0.303,24.78
SKU-001782,BOX-000045,0.1398,24.78
SKU-001783,BOX-000016,0.2251,28.46
SKU-001784,BOX-000051,0.4243,41.31
SKU-001785,BOX-000006,0.5524,32.14
SKU-001786,BOX-000016,0.4406,28.46
SKU-001787,BOX-000058,0.3359,72.0
SKU-001788,BOX-000045,0.0415,24.78
SKU-001789,BOX-000001,0.2631,45820.0
SKU-001790,BOX-000006,0.175,32.14
SKU-001791,BOX-000002,0.346,15.49
SKU-001792,BOX-000058,0.5075,72.0
SKU-001793,BOX-000002,0.4074,15.49
SKU-001794,BOX-000016,0.3344,28.46
SKU-001795,BOX-000006,0.2755,32.14
SKU-001796,BOX-000058,0.2664,72.0
SKU-001797,BOX-000006,0.355,32.14
SKU-001798,BOX-000006,0.1687,32.14
SKU-001799,BOX-000001,0.4016,45820.0
SKU-001800,BOX-000001,0.4077,45820.0
SKU-001801,BOX-000049,0.358,20.25
SKU-001802,BOX-000002,0.3449,15.49
SKU-001803,BOX-000001,0.307,45820.0
SKU-001804,BOX-000001,0.4012,45820.0
SKU-001805,BOX-000006,0.2348,32.14
SKU-001806,BOX-000045,0.0849,24.78
SKU-001807,BOX-000006,0.244,32.14
SKU-001808,BOX-000006,0.3223,32.14
SKU-001809,BOX-000006,0.3777,32.14
SKU-001810,BOX-000001,0.52,45820.0
SKU-001811,BOX-000006,0.2835,32.14
SKU-001812,BOX-000016,0.7067,28.46
SKU-001813,BOX-000051,0.2315,41.31
SKU-001814,BOX-000058,0.3788,72.0
SKU-001815,BOX-000016,0.5577,28.46
SKU-001816,BOX-000001,0.1824,45820.0
SKU-001817,BOX-000006,0.325,32.14
SKU-001818,BOX-000002,0.3782,15.49
SKU-001819,BOX-000006,0.1927,32.14
SKU-001820,BOX-000016,0.2455,28.46
SKU-001821,BOX-000050,0.5889,38.88
SKU-001822,BOX-000006,0.3075,32.14
SKU-001823,BOX-000001,0.2604,45820.0
SKU-001824,BOX-000016,0.1476,28.46
SKU-001825,BOX-000006,0.2704,32.14
SKU-001826,BOX-000001,0.3637,45820.0
SKU-001827,BOX-000006,0.2129,32.14
SKU-001828,BOX-000006,0.4585,32.14
SKU-001829,BOX-000006,0.2639,32.14
SKU-001830,BOX-000045,0.0432,24.78
SKU-001831,BOX-000001,0.4479,45820.0
SKU-001832,BOX-000006,0.4313,32.14
SKU-001833,BOX-000006,0.274,32.14
SKU-001834,BOX-000006,0.2776,32.14
SKU-001835,BOX-000001,0.1664,45820.0
SKU-001836,BOX-000016,0.1779,28.46
SKU-001837,BOX-000045,0.0727,24.78
SKU-001838,BOX-000050,0.8791,38.88
SKU-001839,BOX-000001,0.2699,45820.0
SKU-001840,BOX-000002,0.3081,15.49
SKU-001841,BOX-000006,0.217,32.14
SKU-001842,BOX-000016,0.2037,28.46
SKU-001843,BOX-000016,0.2998,28.46
SKU-001844,BOX-000045,0.071,24.78
SKU-001845,BOX-000052,0.3287,42.31
SKU-001846,BOX-000016,0.2468,28.46
SKU-001847,BOX-000016,0.3112,28.46
SKU-001848,BOX-000051,0.3428,41.31
SKU-001849,BOX-000001,0.4293,45820.0
SKU-001850,BOX-000002,0.2998,15.49
SKU-001851,BOX-000058,0.0648,72.0
SKU-001852,BOX-000002,0.2677,15.49
SKU-001853,BOX-000058,0.3092,72.0
SKU-001854,BOX-000058,0.3195,72.0
SKU-001855,BOX-000001,0.3519,45820.0
SKU-001856,BOX-000016,0.7551,28.46
SKU-001857,BOX-000045,0.0964,24.78
SKU-001858,BOX-000058,0.2032,72.0
SKU-001859,BOX-000046,0.5019,45878.0
SKU-001860,BOX-000006,0.6937,32.14
SKU-001861,BOX-000058,0.3151,72.0
SKU-001862,BOX-000006,0.3202,32.14
SKU-001863,BOX-000006,0.2724,32.14
SKU-001864,BOX-000053,0.2697,68.04
SKU-001865,BOX-000002,0.2598,15.49
SKU-001866,BOX-000006,0.3254,32.14
SKU-001867,BOX-000016,0.1868,28.46
SKU-001868,BOX-000007,0.4386,36.45
SKU-001869,BOX-000006,0.1278,32.14
SKU-001870,BOX-000006,0.1366,32.14
SKU-001871,BOX-000049,0.3027,20.25
SKU-001872,BOX-000006,0.074,32.14
SKU-001873,BOX-000058,0.2348,72.0
SKU-001874,BOX-000016,0.433,28.46
SKU-001875,BOX-000006,0.3375,32.14
SKU-001876,BOX-000006,0.3703,32.14
SKU-001877,BOX-000006,0.3675,32.14
SKU-001878,BOX-000002,0.2847,15.49
SKU-001879,BOX-000049,0.4252,20.25
SKU-001880,BOX-000002,0.3349,15.49
SKU-001881,BOX-000001,0.1584,45820.0
SKU-001882,BOX-000045,0.0642,24.78
SKU-001883,BOX-000001,0.22,45820.0
SKU-001884,BOX-000058,0.3448,72.0
SKU-001885,BOX-000006,0.1382,32.14
SKU-001886,BOX-000058,0.5152,72.0
SKU-001887,BOX-000049,0.4323,20.25
SKU-001888,BOX-000006,0.6355,32.14
SKU-001889,BOX-000002,0.7205,15.49
SKU-001890,BOX-000002,0.372,15.49
SKU-001891,BOX-000006,0.2727,32.14
SKU-001892,BOX-000001,0.3494,45820.0
SKU-001893,BOX-000002,0.576,15.49
SKU-001894,BOX-000006,0.418,32.14
SKU-001895,BOX-000006,0.1705,32.14
SKU-001896,BOX-000049,0.2699,20.25
SKU-001897,BOX-000002,0.2482,15.49
SKU-001898,BOX-000016,0.6747,28.46
SKU-001899,BOX-000002,0.4899,15.49
SKU-001900,BOX-000008,0.2806,41.95
SKU-001901,BOX-000002,0.2178,15.49
SKU-001902,BOX-000002,0.3238,15.49
SKU-001903,BOX-000051,0.6137,41.31
SKU-001904,BOX-000016,0.304,28.46
SKU-001905,BOX-000006,0.495,32.14
SKU-001906,BOX-000058,0.3003,72.0
SKU-001907,BOX-000006,0.3013,32.14
SKU-001908,BOX-000052,0.2747,42.31
SKU-001909,BOX-000006,0.1035,32.14
SKU-001910,BOX-000006,0.3142,32.14
SKU-001911,BOX-000016,0.7103,28.46
SKU-001912,BOX-000039,0.4827,68.98
SKU-001913,BOX-000039,0.4866,68.98
SKU-001914,BOX-000006,0.3218,32.14
SKU-001915,BOX-000016,0.4343,28.46
SKU-001916,BOX-000016,0.3304,28.46
SKU-001917,BOX-000049,0.7451,20.25
SKU-001918,BOX-000006,0.1476,32.14
SKU-001919,BOX-000006,0.7254,32.14
SKU-001920,BOX-000006,0.3415,32.14
SKU-001921,BOX-000052,0.5278,42.31
SKU-001922,BOX-000016,0.1799,28.46
SKU-001923,BOX-000006,0.3587,32.14
SKU-001924,BOX-000006,0.2975,32.14
SKU-001925,BOX-000001,0.2595,45820.0
SKU-001926,BOX-000016,0.0938,28.46
SKU-001927,BOX-000008,0.528,41.95
SKU-001928,BOX-000006,0.3381,32.14
SKU-001929,BOX-000001,0.1901,45820.0
SKU-001930,BOX-000006,0.2673,32.14
SKU-001931,BOX-000002,0.4093,15.49
SKU-001932,BOX-000001,0.3658,45820.0
SKU-001933,BOX-000006,0.1572,32.14
SKU-001934,BOX-000001,0.5633,45820.0
SKU-001935,BOX-000049,0.314,20.25
SKU-001936,BOX-000023,0.1529,45983.0
SKU-001937,BOX-000001,0.6212,45820.0
SKU-001938,BOX-000052,0.2214,42.31
SKU-001939,BOX-000006,0.2388,32.14
SKU-001940,BOX-000006,0.2137,32.14
SKU-001941,BOX-000006,0.3393,32.14
SKU-001942,BOX-000006,0.1685,32.14
SKU-001943,BOX-000001,0.2257,45820.0
SKU-001944,BOX-000002,0.4517,15.49
SKU-001945,BOX-000006,0.1339,32.14
SKU-001946,BOX-000001,0.3637,45820.0
SKU-001947,BOX-000016,0.6233,28.46
SKU-001948,BOX-000006,0.1818,32.14
SKU-001949,BOX-000006,0.1659,32.14
SKU-001950,BOX-000002,0.3537,15.49
SKU-001951,BOX-000006,0.3598,32.14
SKU-001952,BOX-000039,0.3363,68.98
SKU-001953,BOX-000052,0.222,42.31
SKU-001954,BOX-000001,0.141,45820.0
SKU-001955,BOX-000017,0.1563,45911.0
SKU-001956,BOX-000006,0.2456,32.14
SKU-001957,BOX-000016,0.3927,28.46
SKU-001958,BOX-000016,0.2993,28.46
SKU-001959,BOX-000016,0.3077,28.46
SKU-001960,BOX-000006,0.1191,32.14
SKU-001961,BOX-000058,0.2937,72.0
SKU-001962,BOX-000058,0.2705,72.0
SKU-001963,BOX-000045,0.2856,24.78
SKU-001964,BOX-000001,0.3374,45820.0
SKU-001965,BOX-000006,0.1402,32.14
SKU-001966,BOX-000002,0.3369,15.49
SKU-001967,BOX-000002,0.3498,15.49
SKU-001968,BOX-000045,0.1626,24.78
SKU-001969,BOX-000058,0.078,72.0
SKU-001970,BOX-000006,0.3189,32.14
SKU-001971,BOX-000001,0.4657,45820.0
SKU-001972,BOX-000006,0.2509,32.14
SKU-001973,BOX-000006,0.477,32.14
SKU-001974,BOX-000002,0.3297,15.49
SKU-001975,BOX-000006,0.3082,32.14
SKU-001976,BOX-000045,0.0375,24.78
SKU-001977,BOX-000007,0.3228,36.45
SKU-001978,BOX-000053,0.1984,68.04
SKU-001979,BOX-000007,0.3334,36.45
SKU-001980,BOX-000045,0.2821,24.78
SKU-001981,BOX-000052,0.4455,42.31
SKU-001982,BOX-000050,0.3856,38.88
SKU-001983,BOX-000007,0.3779,36.45
SKU-001984,BOX-000002,0.1379,15.49
SKU-001985,BOX-000002,0.3163,15.49
SKU-001986,BOX-000045,0.2181,24.78
SKU-001987,BOX-000052,0.389,42.31
SKU-001988,BOX-000001,0.4749,45820.0
SKU-001989,BOX-000045,0.1393,24.78
SKU-001990,BOX-000023,0.1934,45983.0
SKU-001991,BOX-000045,0.1316,24.78
SKU-001992,BOX-000001,0.3038,45820.0
SKU-001993,BOX-000002,0.5197,15.49
SKU-001994,BOX-000008,0.7127,41.95
SKU-001995,BOX-000045,0.1916,24.78
SKU-001996,BOX-000023,0.2248,45983.0
SKU-001997,BOX-000007,0.2822,36.45
SKU-001998,BOX-000002,0.09,15.49
SKU-001999,BOX-000007,0.3294,36.45
SKU-002000,BOX-000007,0.3427,36.45
SKU-002001,BOX-000007,0.3005,36.45
SKU-002002,BOX-000002,0.0871,15.49
SKU-002003,BOX-000045,0.0863,24.78
SKU-002004,BOX-000007,0.234,36.45
SKU-002005,BOX-000051,0.3135,41.31
SKU-002006,BOX-000001,0.515,45820.0
SKU-002007,BOX-000002,0.2699,15.49
SKU-002008,BOX-000058,0.2587,72.0
SKU-002009,BOX-000002,0.3313,15.49
SKU-002010,BOX-000045,0.1955,24.78
SKU-002011,BOX-000052,0.3247,42.31
SKU-002012,BOX-000045,0.0874,24.78
SKU-002013,BOX-000007,0.3415,36.45
SKU-002014,BOX-000002,0.3435,15.49
SKU-002015,BOX-000052,0.3561,42.31
SKU-002016,BOX-000007,0.2284,36.45
