product_id,category,basket_id,box_number,box_name,company,price,utilization,box_type,is_electronics_rule,is_electronics_pred,is_electronics_final
4951,Cosmetics,2461,3,M,Yurtici,29.45,0.8841382054824375,Regular,0,0,0
9058,Cosmetics,2461,4,Micro,Yurtici,12.06,0.7791548282399999,Regular,0,0,0
4731,Phone,2462,1,XS,Yurtici,15.49,0.6564226929166667,Electronics,1,0,1
169,Toy,2462,2,L,Yurtici,73.91,0.7005517461525,Regular,0,0,0
3852,Laptop,2462,3,XS,Yurtici,15.49,0.3511507284796875,Regular,1,0,1
8523,Laptop,2462,4,L,Yurtici,73.91,0.73203841611,Regular,1,0,1
2757,Food Jar,2463,1,L,Yurtici,73.91,0.6892233355322223,Regular,0,0,0
4286,Textile,2463,1,L,Yurtici,73.91,0.6892233355322223,Regular,0,0,0
6236,Food Jar,2463,2,Packaging & Labeling Nylon,PTT,6.0,0.8828749437152776,Regular,0,0,0
2602,Appliance,2464,1,Turpex Cardboard Box No.5,PTT,0.0,0.7565940972969291,Electronics,1,0,1
9464,Cosmetics,2464,2,Cardboard Shipping Box No.3,PTT,26.0,0.5910189022324416,Regular,0,1,1
2438,Textile,2465,1,Cardboard Shipping Box No.1,PTT,14.0,0.5192304919600002,Regular,0,0,0
6441,Laptop,2465,2,L,Yurtici,73.91,0.6785384804914285,Regular,1,0,1
9112,Cosmetics,2465,2,L,Yurtici,73.91,0.6785384804914285,Regular,0,0,0
792,Phone,2466,1,Micro,Yurtici,12.06,0.5141451851851851,Electronics,1,0,1
2268,Laptop,2466,2,Fresh,Yurtici,22.11,0.8592393324307696,Regular,1,0,1
7039,Toy,2466,3,XXL,Yurtici,99.51,0.8167152304784456,Regular,0,0,0
8088,Laptop,2466,4,XS,Yurtici,15.49,0.6441909810249999,Regular,1,1,1
8928,Phone,2467,1,Cardboard Shipping Box No.3,PTT,26.0,0.7025765462573286,Electronics,1,1,1
9405,Phone,2467,1,Cardboard Shipping Box No.3,PTT,26.0,0.7025765462573286,Electronics,1,1,1
8031,Cosmetics,2467,2,Turpex Cardboard Box No.5,PTT,0.0,0.7554843070799092,Regular,0,0,0
8060,Toy,2467,3,Turpex Cardboard Box No.5,PTT,0.0,0.8790112338043902,Regular,0,0,0
4312,Phone,2468,1,Micro,Yurtici,12.06,0.69269196832,Electronics,1,1,1
5546,Textile,2468,2,S,Yurtici,16.52,0.8703982848,Regular,0,0,0
5697,Textile,2468,3,XS,Yurtici,15.49,0.8210158930932293,Regular,0,1,1
6297,Textile,2468,4,Micro,Yurtici,12.06,0.32705874944,Regular,0,0,0
82,Appliance,2469,1,XXL,Yurtici,99.51,0.8579137670143495,Electronics,1,1,1
2766,Toy,2469,2,L,Yurtici,73.91,0.6996347252014287,Regular,0,0,0
5851,Food Jar,2469,3,XS,Yurtici,15.49,0.4197675229777778,Regular,0,0,0
6391,Toy,2469,4,S,Yurtici,16.52,0.8400304005867693,Regular,0,1,1
7680,Textile,2470,1,Turpex Cardboard Box No.3,PTT,0.0,0.9026709484764708,Regular,0,0,0
4599,Laptop,2471,1,Turpex Cardboard Box No.5,PTT,0.0,0.8879934964119808,Regular,1,1,1
5745,Laptop,2471,2,Cardboard Shipping Box No.3,PTT,26.0,0.8097886140271495,Regular,1,1,1
9415,Home Decor,2472,1,Horizantol M,Yurtici,53.56,0.8988603953527337,Regular,0,0,0
142,Appliance,2473,1,Horizantol L,Yurtici,81.06,0.7261507716561112,Electronics,1,0,1
5763,Appliance,2473,2,XS,Yurtici,15.49,0.5832421271828124,Electronics,1,1,1
83,Book,2473,3,Fresh,Yurtici,22.11,0.8804476857617308,Regular,0,0,0
1948,Textile,2473,4,XS,Yurtici,15.49,0.8423676582187498,Regular,0,1,1
3980,Shoes,2473,5,Horizantol M,Yurtici,53.56,0.8255859151944447,Regular,0,0,0
2208,Phone,2474,1,Fresh,Yurtici,22.11,0.8348236079628205,Electronics,1,1,1
6538,Phone,2474,1,Fresh,Yurtici,22.11,0.8348236079628205,Electronics,1,1,1
276,Laptop,2474,2,Horizantol M,Yurtici,53.56,0.7188933524373897,Regular,1,1,1
1784,Laptop,2474,3,XS,Yurtici,15.49,0.7571635542357639,Regular,1,1,1
9192,Textile,2474,3,XS,Yurtici,15.49,0.7571635542357639,Regular,0,1,1
9831,Home Decor,2475,1,XL,Surat,79.34,0.7748245614035087,Regular,0,0,0
84,Food Jar,2476,1,L,Yurtici,73.91,0.8852453513638097,Regular,0,0,0
1573,Toy,2476,1,L,Yurtici,73.91,0.8852453513638097,Regular,0,0,0
6894,Book,2476,2,NanoBox,Aras,24.22,0.667588684455,Regular,0,0,0
3376,Food Jar,2477,1,Horizantol M,Yurtici,53.56,0.6537823466029393,Regular,0,0,0
4552,Food Jar,2477,2,XS,Yurtici,15.49,0.5571272165234376,Regular,0,1,1
739,Appliance,2478,1,XS,Yurtici,15.49,0.7117598347854165,Electronics,1,0,1
326,Food Jar,2478,2,Horizantol L,Yurtici,81.06,0.7059961596561388,Regular,0,0,0
1470,Home Decor,2478,2,Horizantol L,Yurtici,81.06,0.7059961596561388,Regular,0,0,0
2640,Laptop,2478,3,Horizantol M,Yurtici,53.56,0.9038242266059966,Regular,1,0,1
1512,Textile,2479,1,Horizantol L,Yurtici,81.06,0.8780947886080002,Regular,0,0,0
3705,Cosmetics,2479,2,M,Yurtici,29.45,0.7542434743329034,Regular,0,1,1
4624,Book,2479,3,S,Yurtici,16.52,0.8261322381255383,Regular,0,1,1
386,Phone,2480,1,Cardboard Shipping Box No.3,PTT,26.0,0.8156832679663586,Electronics,1,1,1
7078,Phone,2480,1,Cardboard Shipping Box No.3,PTT,26.0,0.8156832679663586,Electronics,1,1,1
2632,Phone,2481,1,Cardboard Shipping Box No.1,PTT,14.0,0.199515728048,Electronics,1,1,1
2980,Shoes,2481,2,S,Surat,54.82,0.6829313392180865,Regular,0,0,0
6143,Textile,2481,3,XXL,Surat,96.48,0.8308524939121567,Regular,0,0,0
6291,Shoes,2481,3,XXL,Surat,96.48,0.8308524939121567,Regular,0,0,0
5425,Phone,2483,1,XS,Yurtici,15.49,0.8138692747299479,Electronics,1,1,1
85,Textile,2483,2,L,Yurtici,73.91,0.6962886143192856,Regular,0,0,0
3139,Home Decor,2483,3,Horizantol L,Yurtici,81.06,0.6395449215360001,Regular,0,0,0
4371,Cosmetics,2483,4,XS,Yurtici,15.49,0.2889463056046876,Regular,0,1,1
7529,Laptop,2483,5,S,Yurtici,16.52,0.8263258520800002,Regular,1,1,1
7844,Phone,2484,1,XS,Yurtici,15.49,0.7541953561006945,Electronics,1,1,1
2627,Home Decor,2484,2,XXL,Yurtici,99.51,0.7598184718171849,Regular,0,0,0
3044,Book,2484,3,Horizantol M,Yurtici,53.56,0.5723929741005291,Regular,0,0,0
9111,Shoes,2484,4,Horizantol L,Yurtici,81.06,0.7038859080116112,Regular,0,0,0
9119,Toy,2484,4,Horizantol L,Yurtici,81.06,0.7038859080116112,Regular,0,0,0
6711,Textile,2485,1,Cardboard Shipping Box No.5,PTT,72.0,0.8969893699104,Regular,0,0,0
6863,Shoes,2485,2,Turpex Cardboard Box No.5,PTT,0.0,0.8265149153938689,Regular,0,0,0
2421,Appliance,2486,1,Cardboard Shipping Box No.4,PTT,51.0,0.8761146371717646,Electronics,1,0,1
3645,Book,2486,2,Cardboard Shipping Box No.1,PTT,14.0,0.8699889118693331,Regular,0,0,0
3836,Textile,2486,3,S,Surat,54.82,0.8978294103589745,Regular,0,0,0
8749,Cosmetics,2486,4,S,Yurtici,16.52,0.8488660701715386,Regular,0,1,1
9691,Phone,2487,1,S,Yurtici,16.52,0.8988020287569232,Electronics,1,1,1
9844,Phone,2487,1,S,Yurtici,16.52,0.8988020287569232,Electronics,1,1,1
7390,Home Decor,2487,2,Horizantol M,Yurtici,53.56,0.7071392474946503,Regular,0,0,0
88,Laptop,2488,1,S,Yurtici,16.52,0.825684118715077,Regular,1,1,1
279,Shoes,2488,2,Horizantol M,Yurtici,53.56,0.681576819468254,Regular,0,0,0
361,Cosmetics,2488,3,Micro,Yurtici,12.06,0.2623405829214815,Regular,0,1,1
2983,Food Jar,2488,4,Horizantol M,Yurtici,53.56,0.9082286861925924,Regular,0,0,0
9411,Textile,2488,5,Fresh,Yurtici,22.11,0.7935695317692307,Regular,0,0,0
1757,Appliance,2489,1,XXL,Surat,96.48,0.7944207042545454,Electronics,1,0,1
6540,Phone,2489,2,Micro,Surat,20.66,0.7917578625676189,Electronics,1,1,1
2499,Textile,2489,3,XXL,Surat,96.48,0.5762759266734674,Regular,0,0,0
2668,Laptop,2489,4,M,Surat,33.41,0.7627076505895063,Regular,1,0,1
7107,Toy,2489,4,M,Surat,33.41,0.7627076505895063,Regular,0,0,0
4002,Appliance,2490,1,L,Yurtici,73.91,0.8660181514285713,Electronics,1,0,1
5949,Appliance,2490,2,Horizantol L,Yurtici,81.06,0.8290833130066666,Electronics,1,0,1
4350,Textile,2490,3,XS,Yurtici,15.49,0.5747448270083333,Regular,0,0,0
4591,Book,2490,4,Micro,Yurtici,12.06,0.5010285076266666,Regular,0,1,1
5843,Food Jar,2491,1,XS,Yurtici,15.49,0.6854875,Regular,0,0,0
2529,Phone,2492,1,XS,Yurtici,15.49,0.280282332722743,Electronics,1,1,1
5087,Phone,2492,1,XS,Yurtici,15.49,0.280282332722743,Electronics,1,1,1
6497,Appliance,2492,2,XXL,Yurtici,99.51,0.8418297711803611,Electronics,1,0,1
1358,Shoes,2493,1,Turpex Cardboard Box No.4,PTT,0.0,0.8817697270379903,Regular,0,0,0
9430,Textile,2493,2,Gift Cardboard Box S,PTT,11.5,0.8544093011562498,Regular,0,0,0
7489,Phone,2494,1,Packaging & Labeling Nylon,PTT,6.0,0.8470328438,Electronics,1,0,1
5824,Textile,2494,2,L,Yurtici,73.91,0.8480464531191667,Regular,0,0,0
7596,Textile,2494,2,L,Yurtici,73.91,0.8480464531191667,Regular,0,0,0
8412,Textile,2494,3,L,Yurtici,73.91,0.7270696234285713,Regular,0,0,0
6120,Phone,2495,1,XS,Yurtici,15.49,0.2847906122614583,Electronics,1,1,1
2742,Shoes,2495,2,XXL,Yurtici,99.51,0.7495089101891366,Regular,0,0,0
5399,Shoes,2495,3,M,Yurtici,29.45,0.7028685356453047,Regular,0,0,0
9191,Shoes,2495,3,M,Yurtici,29.45,0.7028685356453047,Regular,0,0,0
9890,Book,2495,4,S,Yurtici,16.52,0.8183369841624616,Regular,0,0,0
5814,Phone,2496,1,XS,Yurtici,15.49,0.670866263671875,Electronics,1,1,1
89,Cosmetics,2496,2,Horizantol M,Yurtici,53.56,0.5717228980379776,Regular,0,0,0
3325,Food Jar,2496,2,Horizantol M,Yurtici,53.56,0.5717228980379776,Regular,0,0,0
6606,Book,2496,3,M,Yurtici,29.45,0.877692372739785,Regular,0,0,0
8223,Shoes,2496,3,M,Yurtici,29.45,0.877692372739785,Regular,0,0,0
979,Textile,2497,1,Cardboard Shipping Box No.5,PTT,72.0,0.8607237430916667,Regular,0,0,0
7001,Toy,2497,2,S,Surat,54.82,0.7428270796903225,Regular,0,0,0
3298,Phone,2498,1,M,Yurtici,29.45,0.7238127823311828,Electronics,1,0,1
2554,Shoes,2498,2,XXL,Yurtici,99.51,0.8803206771621241,Regular,0,0,0
7186,Phone,2499,1,Micro,Surat,20.66,0.3385385921377778,Electronics,1,1,1
5874,Toy,2499,2,XXL,Surat,96.48,0.7998854632848835,Regular,0,0,0
5386,Shoes,2500,1,Turpex Cardboard Box No.4,PTT,0.0,0.8225362579044119,Regular,0,0,0
6041,Cosmetics,2500,2,Gift Cardboard Box M,PTT,14.0,0.9068371303776684,Regular,0,0,0
9037,Food Jar,2500,2,Gift Cardboard Box M,PTT,14.0,0.9068371303776684,Regular,0,0,0
1713,Cosmetics,2501,1,Cardboard Shipping Box No.1,PTT,14.0,0.5265030432853333,Regular,0,1,1
90,Home Decor,2502,1,L,Yurtici,73.91,0.718647458297857,Regular,0,0,0
282,Shoes,2502,2,XXL,Yurtici,99.51,0.7428909147918284,Regular,0,0,0
561,Shoes,2502,3,M,Yurtici,29.45,0.8308347264,Regular,0,0,0
8263,Shoes,2502,4,XS,Yurtici,15.49,0.5248907796274307,Regular,0,0,0
9381,Phone,2503,1,NanoBox,Aras,24.22,0.7905524767644231,Electronics,1,1,1
933,Laptop,2503,2,Fruit,Surat,40.82,0.9086579461982608,Regular,1,0,1
2137,Toy,2503,3,S,Surat,54.82,0.749711433369727,Regular,0,0,0
4906,Textile,2503,4,M,Surat,33.41,0.8206487382419753,Regular,0,0,0
5660,Appliance,2504,1,M,Yurtici,29.45,0.7348889613046596,Electronics,1,1,1
490,Laptop,2504,2,XS,Yurtici,15.49,0.7741266710260419,Regular,1,1,1
1066,Laptop,2504,3,M,Yurtici,29.45,0.8245515303010753,Regular,1,0,1
6520,Shoes,2504,4,L,Yurtici,73.91,0.696516601102262,Regular,0,0,0
7712,Phone,2505,1,Cardboard Shipping Box No.1,PTT,14.0,0.1809813333333333,Electronics,1,1,1
5036,Laptop,2505,2,Cardboard Shipping Box No.2,PTT,20.0,0.9077920469059828,Regular,1,0,1
5219,Textile,2505,3,Turpex Cardboard Box No.5,PTT,0.0,0.8254925243604565,Regular,0,0,0
8134,Toy,2505,3,Turpex Cardboard Box No.5,PTT,0.0,0.8254925243604565,Regular,0,0,0
378,Shoes,2506,1,L,Yurtici,73.91,0.73340136768,Regular,0,0,0
3710,Book,2506,2,XS,Yurtici,15.49,0.7410196822875,Regular,0,1,1
2979,Phone,2507,1,Cardboard Shipping Box No.1,PTT,14.0,0.6400023751800001,Electronics,1,0,1
588,Textile,2507,2,Turpex Cardboard Box No.4,PTT,0.0,0.8489532702022059,Regular,0,0,0
3911,Book,2507,3,NanoBox,Aras,24.22,0.7890183752365384,Regular,0,1,1
1553,Shoes,2508,1,XLM,Yurtici,97.2,0.8825959597267362,Regular,0,0,0
2520,Food Jar,2508,2,Horizantol M,Yurtici,53.56,0.822470887542857,Regular,0,0,0
7920,Shoes,2508,3,Fresh,Yurtici,22.11,0.8319759828923076,Regular,0,0,0
9791,Textile,2508,4,Horizantol M,Yurtici,53.56,0.7782393586680776,Regular,0,0,0
7606,Shoes,2509,1,Turpex Cardboard Box No.4,PTT,0.0,0.8691516963474265,Regular,0,0,0
7622,Cosmetics,2509,2,Packaging & Labeling Nylon,PTT,6.0,0.643200815846875,Regular,0,0,0
8947,Cosmetics,2509,3,Gift Cardboard Box S,PTT,11.5,0.8830538154166667,Regular,0,0,0
4485,Toy,2510,1,Cardboard Shipping Box No.5,PTT,72.0,0.7081394620962665,Regular,0,0,0
9240,Food Jar,2510,2,Turpex Cardboard Box No.5,PTT,0.0,0.8939651324643166,Regular,0,0,0
6943,Toy,2511,1,Turpex Cardboard Box No.3,PTT,0.0,0.8597228237433157,Regular,0,0,0
6958,Shoes,2511,2,Cardboard Shipping Box No.3,PTT,26.0,0.6421975791241393,Regular,0,0,0
91,Shoes,2512,1,XXL,Yurtici,99.51,0.8929417765543427,Regular,0,0,0
3170,Cosmetics,2512,2,XS,Yurtici,15.49,0.3100851844031249,Regular,0,0,0
7861,Cosmetics,2512,3,XS,Yurtici,15.49,0.8307661025286458,Regular,0,1,1
6031,Book,2513,1,Micro,Yurtici,12.06,0.8915232712296297,Regular,0,1,1
7917,Laptop,2513,2,XS,Yurtici,15.49,0.461019630238889,Regular,1,0,1
8311,Laptop,2513,3,Horizantol M,Yurtici,53.56,0.7881944440105823,Regular,1,0,1
9281,Textile,2513,4,XS,Yurtici,15.49,0.5104022612507811,Regular,0,0,0
9821,Phone,2514,1,Micro,Yurtici,12.06,0.7212926911715556,Electronics,1,1,1
3896,Shoes,2514,2,XS,Yurtici,15.49,0.7688725852445313,Regular,0,0,0
7793,Book,2515,1,Packaging & Labeling Nylon,PTT,6.0,0.66962862071875,Regular,0,1,1
3748,Phone,2516,1,Cardboard Shipping Box No.1,PTT,14.0,0.285504649508,Electronics,1,1,1
5455,Book,2516,2,S,Surat,54.82,0.7649281866004961,Regular,0,0,0
6747,Shoes,2517,1,L,Yurtici,73.91,0.8518383279942855,Regular,0,0,0
8267,Laptop,2517,2,XS,Yurtici,15.49,0.6898282966069443,Regular,1,1,1
4961,Appliance,2518,1,Cardboard Shipping Box No.5,PTT,72.0,0.8719437363,Electronics,1,1,1
6158,Cosmetics,2518,2,Cardboard Shipping Box No.4,PTT,51.0,0.8775594021282356,Regular,0,0,0
1045,Food Jar,2519,1,Horizantol M,Yurtici,53.56,0.6668608968941798,Regular,0,0,0
5052,Food Jar,2519,2,XS,Yurtici,15.49,0.4368717716796875,Regular,0,0,0
92,Textile,2520,1,XXL,Yurtici,99.51,0.7774901734000647,Regular,0,0,0
3366,Toy,2520,1,XXL,Yurtici,99.51,0.7774901734000647,Regular,0,0,0
3817,Cosmetics,2520,2,Horizantol M,Yurtici,53.56,0.8583637179508525,Regular,0,0,0
3869,Textile,2520,2,Horizantol M,Yurtici,53.56,0.8583637179508525,Regular,0,0,0
8349,Toy,2520,3,XXL,Yurtici,99.51,0.8560269369886193,Regular,0,0,0
3365,Book,2521,1,L,Yurtici,73.91,0.8409689698488094,Regular,0,0,0
4145,Textile,2521,1,L,Yurtici,73.91,0.8409689698488094,Regular,0,0,0
4872,Laptop,2521,2,M,Yurtici,29.45,0.8931291621311828,Regular,1,0,1
8169,Toy,2521,2,M,Yurtici,29.45,0.8931291621311828,Regular,0,0,0
2114,Textile,2522,1,XS,Yurtici,15.49,0.5139774593822918,Regular,0,0,0
4707,Textile,2522,2,L,Yurtici,73.91,0.8726649749433333,Regular,0,0,0
8886,Appliance,2524,1,XXL,Surat,96.48,0.6133295700000002,Electronics,1,0,1
93,Phone,2525,1,XS,Yurtici,15.49,0.5208974409260417,Electronics,1,0,1
9160,Phone,2525,1,XS,Yurtici,15.49,0.5208974409260417,Electronics,1,0,1
1879,Book,2525,2,S,Yurtici,16.52,0.888986266188923,Regular,0,1,1
5183,Book,2525,3,XXL,Yurtici,99.51,0.7529828173790202,Regular,0,0,0
5709,Home Decor,2525,3,XXL,Yurtici,99.51,0.7529828173790202,Regular,0,0,0
5207,Shoes,2526,1,XXL,Yurtici,99.51,0.7580891967959689,Regular,0,0,0
5909,Cosmetics,2526,2,Fresh,Yurtici,22.11,0.8180014111807694,Regular,0,0,0
7008,Cosmetics,2526,3,Micro,Yurtici,12.06,0.6609312228266666,Regular,0,0,0
9653,Book,2527,1,Turpex Cardboard Box No.4,PTT,0.0,0.8583851494466912,Regular,0,0,0
3291,Book,2528,1,Horizantol M,Yurtici,53.56,0.764720003703704,Regular,0,0,0
8698,Food Jar,2528,2,Horizantol M,Yurtici,53.56,0.7728778283363315,Regular,0,0,0
9987,Phone,2529,1,Micro,Yurtici,12.06,0.8042640000000002,Electronics,1,0,1
8076,Shoes,2529,2,XLM,Yurtici,97.2,0.8766243416253968,Regular,0,0,0
7468,Phone,2530,1,XS,Yurtici,15.49,0.3824446928534723,Electronics,1,1,1
3741,Toy,2530,2,S,Yurtici,16.52,0.8321728496372308,Regular,0,0,0
402,Phone,2531,1,Micro,Yurtici,12.06,0.5277653333333333,Electronics,1,1,1
3283,Home Decor,2531,2,L,Yurtici,73.91,0.8965297207777778,Regular,0,0,0
3011,Phone,2532,1,Cardboard Shipping Box No.1,PTT,14.0,0.8276064114186665,Electronics,1,1,1
2120,Book,2532,2,S,Surat,54.82,0.8491472768952852,Regular,0,0,0
2884,Food Jar,2532,3,S,Yurtici,16.52,0.8405801050980002,Regular,0,1,1
4818,Textile,2532,4,L,Yurtici,73.91,0.8359764823028574,Regular,0,0,0
4487,Food Jar,2533,1,L,Yurtici,73.91,0.7929802787938095,Regular,0,0,0
6375,Shoes,2533,1,L,Yurtici,73.91,0.7929802787938095,Regular,0,0,0
7194,Book,2533,2,XS,Yurtici,15.49,0.496934092288021,Regular,0,0,0
9936,Appliance,2534,1,Turpex Cardboard Box No.4,PTT,0.0,0.8643417310784313,Electronics,1,0,1
9857,Shoes,2534,2,Cardboard Shipping Box No.5,PTT,72.0,0.7268430121333334,Regular,0,0,0
2304,Appliance,2535,1,S,Surat,54.82,0.8372520784681555,Electronics,1,0,1
9151,Phone,2535,2,Cardboard Shipping Box No.1,PTT,14.0,0.362983284708,Electronics,1,1,1
459,Shoes,2535,3,XXL,Surat,96.48,0.8066101396405919,Regular,0,0,0
5910,Textile,2535,4,Horizontal L,Surat,85.68,0.8833388630976002,Regular,0,0,0
5767,Phone,2536,1,Micro,Yurtici,12.06,0.3786379070577777,Electronics,1,1,1
515,Cosmetics,2536,2,Micro,Yurtici,12.06,0.7961836431680002,Regular,0,1,1
1662,Phone,2537,1,Micro,Yurtici,12.06,0.6546120433599998,Electronics,1,0,1
1988,Cosmetics,2537,2,Micro,Yurtici,12.06,0.4893407730826667,Regular,0,1,1
4361,Textile,2537,3,XL,Yurtici,91.65,0.8767612073947223,Regular,0,0,0
5636,Laptop,2538,1,Turpex Cardboard Box No.5,PTT,0.0,0.8109960591072666,Regular,1,1,1
9329,Book,2538,2,Cardboard Shipping Box No.4,PTT,51.0,0.8685760449388237,Regular,0,0,0
3322,Shoes,2539,1,Horizantol M,Yurtici,53.56,0.8790116311358024,Regular,0,1,1
4167,Shoes,2539,2,L,Yurtici,73.91,0.7263913365382144,Regular,0,0,0
3165,Phone,2540,1,XS,Yurtici,15.49,0.8438183715609374,Electronics,1,1,1
2053,Textile,2540,2,M,Yurtici,29.45,0.903995994198136,Regular,0,0,0
9368,Laptop,2540,3,XS,Yurtici,15.49,0.8205841219333334,Regular,1,1,1
94,Shoes,2541,1,XL,Surat,79.34,0.7178657569157418,Regular,0,0,0
2380,Home Decor,2541,1,XL,Surat,79.34,0.7178657569157418,Regular,0,0,0
2270,Toy,2542,1,Turpex Cardboard Box No.4,PTT,0.0,0.8595835333841912,Regular,0,0,0
9503,Phone,2543,1,Micro,Yurtici,12.06,0.2165384374885926,Electronics,1,1,1
897,Laptop,2543,2,Horizantol M,Yurtici,53.56,0.8265215468814816,Regular,1,0,1
4243,Cosmetics,2543,2,Horizantol M,Yurtici,53.56,0.8265215468814816,Regular,0,0,0
5741,Home Decor,2543,3,Horizantol L,Yurtici,81.06,0.7648684300431805,Regular,0,0,0
7017,Home Decor,2543,4,Horizantol M,Yurtici,53.56,0.7774879090371547,Regular,0,0,0
4953,Phone,2544,1,XS,Yurtici,15.49,0.6883299246788196,Electronics,1,1,1
95,Toy,2544,2,L,Yurtici,73.91,0.7266899665207143,Regular,0,0,0
7744,Cosmetics,2544,3,Micro,Yurtici,12.06,0.866051177765926,Regular,0,0,0
3660,Phone,2545,1,Cardboard Shipping Box No.1,PTT,14.0,0.5731388048319999,Electronics,1,1,1
4251,Shoes,2545,2,Cardboard Shipping Box No.3,PTT,26.0,0.8374273555490851,Regular,0,1,1
7435,Toy,2545,3,Cardboard Shipping Box No.2,PTT,20.0,0.8665095589743591,Regular,0,0,0
8863,Textile,2545,4,Macro,Surat,50.12,0.8834831075000001,Regular,0,0,0
6705,Appliance,2546,1,Cardboard Shipping Box No.5,PTT,72.0,0.8075382470553334,Electronics,1,1,1
9000,Phone,2546,1,Cardboard Shipping Box No.5,PTT,72.0,0.8075382470553334,Electronics,1,1,1
9054,Phone,2546,1,Cardboard Shipping Box No.5,PTT,72.0,0.8075382470553334,Electronics,1,1,1
8896,Toy,2546,2,S,Yurtici,16.52,0.8406292432295385,Regular,0,1,1
2244,Phone,2547,1,XS,Yurtici,15.49,0.74171694778125,Electronics,1,1,1
477,Toy,2547,2,XS,Yurtici,15.49,0.7814636326128472,Regular,0,0,0
3384,Shoes,2547,3,Horizantol M,Yurtici,53.56,0.692762587845385,Regular,0,0,0
1426,Toy,2548,1,Horizantol L,Yurtici,81.06,0.724644655395875,Regular,0,0,0
9954,Shoes,2548,2,Horizantol M,Yurtici,53.56,0.6763120479855967,Regular,0,0,0
1995,Textile,2549,1,XXL,Yurtici,99.51,0.8332968344880792,Regular,0,0,0
2590,Shoes,2549,1,XXL,Yurtici,99.51,0.8332968344880792,Regular,0,0,0
4672,Shoes,2549,2,Horizantol M,Yurtici,53.56,0.7322768959259259,Regular,0,0,0
6618,Shoes,2549,3,Horizantol M,Yurtici,53.56,0.8489396165238684,Regular,0,0,0
8420,Shoes,2549,3,Horizantol M,Yurtici,53.56,0.8489396165238684,Regular,0,0,0
8835,Shoes,2550,1,L,Surat,68.98,0.7139579718136201,Regular,0,0,0
9429,Cosmetics,2550,2,M,Surat,33.41,0.8940806166666667,Regular,0,0,0
9574,Home Decor,2550,3,XXL,Surat,96.48,0.8609140045019028,Regular,0,0,0
2199,Book,2551,1,Turpex Cardboard Box No.4,PTT,0.0,0.9072411212040442,Regular,0,0,0
6724,Shoes,2551,2,L,Yurtici,73.91,0.8015395987141668,Regular,0,0,0
9011,Textile,2551,3,M,Surat,33.41,0.8554313608082308,Regular,0,0,0
9343,Cosmetics,2551,4,Gift Cardboard Box M,PTT,14.0,0.9025757398679805,Regular,0,0,0
96,Textile,2552,1,Horizantol M,Yurtici,53.56,0.7816734641925928,Regular,0,1,1
397,Textile,2552,2,XS,Yurtici,15.49,0.3313458748302083,Regular,0,0,0
924,Shoes,2552,3,Horizantol L,Yurtici,81.06,0.7269571954725554,Regular,0,0,0
3583,Shoes,2552,4,XS,Yurtici,15.49,0.5575514107632814,Regular,0,1,1
178,Book,2553,1,M,Yurtici,29.45,0.6885827457146952,Regular,0,0,0
1532,Cosmetics,2553,1,M,Yurtici,29.45,0.6885827457146952,Regular,0,0,0
3959,Laptop,2553,2,XS,Yurtici,15.49,0.8254819907359375,Regular,1,1,1
652,Food Jar,2554,1,Cardboard Shipping Box No.4,PTT,51.0,0.8960977842721763,Regular,0,0,0
2129,Textile,2554,2,Turpex Cardboard Box No.5,PTT,0.0,0.7930013167272654,Regular,0,0,0
9697,Toy,2554,2,Turpex Cardboard Box No.5,PTT,0.0,0.7930013167272654,Regular,0,0,0
1177,Appliance,2555,1,Cardboard Shipping Box No.5,PTT,72.0,0.8302753164775,Electronics,1,1,1
8348,Phone,2555,1,Cardboard Shipping Box No.5,PTT,72.0,0.8302753164775,Electronics,1,1,1
2817,Textile,2555,2,M,Yurtici,29.45,0.902908696516129,Regular,0,0,0
97,Shoes,2556,1,XXL,Yurtici,99.51,0.7912187209516403,Regular,0,0,0
4196,Toy,2556,1,XXL,Yurtici,99.51,0.7912187209516403,Regular,0,0,0
5120,Food Jar,2556,2,XS,Yurtici,15.49,0.5719200850999999,Regular,0,0,0
7225,Textile,2556,3,Horizantol M,Yurtici,53.56,0.5961517254172839,Regular,0,0,0
9970,Book,2556,4,Fresh,Yurtici,22.11,0.8211197611249998,Regular,0,0,0
5323,Appliance,2557,1,L,Yurtici,73.91,0.8638689946726191,Electronics,1,0,1
4446,Home Decor,2557,2,L,Yurtici,73.91,0.7270608472019048,Regular,0,0,0
6539,Textile,2557,3,Horizantol L,Yurtici,81.06,0.8817623575215,Regular,0,0,0
5921,Appliance,2558,1,Fresh,Yurtici,22.11,0.9077425702000002,Electronics,1,1,1
6969,Phone,2558,1,Fresh,Yurtici,22.11,0.9077425702000002,Electronics,1,1,1
293,Book,2558,2,XXL,Yurtici,99.51,0.751403290442436,Regular,0,0,0
8135,Shoes,2558,2,XXL,Yurtici,99.51,0.751403290442436,Regular,0,0,0
906,Food Jar,2559,1,L,Yurtici,73.91,0.6964336591808336,Regular,0,0,0
3651,Laptop,2559,2,Horizantol M,Yurtici,53.56,0.8605081094320987,Regular,1,1,1
8078,Toy,2559,3,M,Yurtici,29.45,0.7954514573620073,Regular,0,0,0
7503,Book,2560,1,Cardboard Shipping Box No.1,PTT,14.0,0.3784639006666666,Regular,0,1,1
