basket_id,box_number,box_name,box_type,company,price,utilization,product_ids,categories
2352,5,XXL,Regular,Yurtici,99.51,0.8798089664352867,[8748],['Shoes']
2353,1,S,Electronics,Yurtici,16.52,0.8285217799089232,[9765],['Appliance']
2353,2,XS,Regular,Yurtici,15.49,0.3593539635770834,[153],['Textile']
2354,1,Horizontal L,Regular,Surat,85.68,0.8907472734552003,[4932],['Textile']
2354,2,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.8014124207429999,[6161],['Shoes']
2355,1,L,Electronics,Yurtici,73.91,0.8696840928304763,[4877],['Appliance']
2355,2,L,Regular,Yurtici,73.91,0.667929059571131,[3355],['Shoes']
2355,3,XS,Regular,Yurtici,15.49,0.6047531162833333,[7659],['Book']
2355,4,Fresh,Regular,Yurtici,22.11,0.7900748300311539,[7830],['Home Decor']
2355,5,Micro,Regular,Yurtici,12.06,0.6713349733688888,[9843],['Textile']
2356,1,L,Regular,Yurtici,73.91,0.8111827978339681,[1373],['Home Decor']
2356,2,Horizantol M,Regular,Yurtici,53.56,0.8849710472249267,[3543],['Textile']
2357,1,Horizantol M,Regular,Yurtici,53.56,0.7758562659837741,[3916],['Shoes']
2357,2,XS,Regular,Yurtici,15.49,0.35782353730000005,[5180],['Book']
2357,3,Horizantol M,Regular,Yurtici,53.56,0.757780068831746,[8825],['Food Jar']
2357,4,Horizantol M,Regular,Yurtici,53.56,0.7335378168345679,[8859],['Textile']
2358,1,L,Regular,Yurtici,73.91,0.7785989594777778,[61],['Laptop']
2358,2,Horizantol M,Regular,Yurtici,53.56,0.6733752964285713,[2164],['Toy']
2359,1,XXL,Regular,Yurtici,99.51,0.8513202095353886,[871],['Toy']
2359,2,M,Regular,Yurtici,29.45,0.7510761347935482,[3109],['Laptop']
2359,3,XS,Regular,Yurtici,15.49,0.6413285657484376,[5760],['Food Jar']
2359,4,L,Regular,Yurtici,73.91,0.7112349798988095,[6298],['Shoes']
2359,5,M,Regular,Yurtici,29.45,0.8134724927741934,[6962],['Textile']
2360,1,Macro,Electronics,Surat,50.12,0.8676839946739004,"[3049, 4013]",['Phone']
2360,2,XXL,Regular,Surat,96.48,0.8178448529245242,[3095],['Shoes']
2360,3,M,Regular,Surat,33.41,0.7741855693080933,[4655],['Book']
2360,4,XS,Regular,Surat,33.29,0.4609969548108975,[9871],['Laptop']
2363,1,Micro,Electronics,Yurtici,12.06,0.2078796352474074,[2042],['Phone']
2363,2,Horizantol M,Regular,Yurtici,53.56,0.7227258350229278,[2461],['Laptop']
2363,3,Micro,Regular,Yurtici,12.06,0.875435311911111,[5077],['Book']
2363,4,M,Regular,Yurtici,29.45,0.8774406690976344,"[8452, 8854]","['Cosmetics', 'Toy']"
2364,1,XS,Electronics,Yurtici,15.49,0.5437703729958334,[63],['Phone']
2364,2,Horizantol M,Regular,Yurtici,53.56,0.6304087413709581,[1228],['Food Jar']
2364,3,XS,Regular,Yurtici,15.49,0.35028141201093743,[5548],['Book']
2365,1,Micro,Electronics,Yurtici,12.06,0.61568,[5198],['Phone']
2365,2,XS,Regular,Yurtici,15.49,0.3775409226875,[2405],['Food Jar']
2365,3,XS,Regular,Yurtici,15.49,0.8994532598515629,[4735],['Laptop']
2365,4,Fresh,Regular,Yurtici,22.11,0.8072424160534615,[9581],['Cosmetics']
2366,1,Micro,Regular,Yurtici,12.06,0.6034761441280003,[5446],['Book']
2367,1,L,Electronics,Yurtici,73.91,0.7542889545060716,"[1113, 5809, 8869]","['Appliance', 'Phone']"
2367,2,Micro,Regular,Yurtici,12.06,0.8187831048065185,[7495],['Laptop']
2367,3,Micro,Regular,Yurtici,12.06,0.389100270279111,[7627],['Book']
2368,1,XXL,Regular,Surat,96.48,0.8502491058646934,"[197, 2553]",['Shoes']
2368,2,S,Regular,Surat,54.82,0.8894001372215056,[3683],['Home Decor']
2368,3,Fruit,Regular,Surat,40.82,0.8190393797962733,[6577],['Shoes']
2368,4,Fruit,Regular,Surat,40.82,0.9042306780715527,[8537],['Book']
2369,1,XS,Electronics,Yurtici,15.49,0.3231941150666666,[7066],['Phone']
2369,2,L,Regular,Yurtici,73.91,0.697840352925,"[3766, 4695]","['Laptop', 'Textile']"
2369,3,XLM,Regular,Yurtici,97.2,0.9043137199425102,[7733],['Shoes']
2369,4,S,Regular,Yurtici,16.52,0.8811330079569231,[7843],['Cosmetics']
2370,1,S,Regular,Yurtici,16.52,0.8500978171010769,[87],['Food Jar']
2370,2,M,Regular,Yurtici,29.45,0.7742803351122101,"[7260, 7550]",['Shoes']
2371,1,XS,Electronics,Yurtici,15.49,0.288784233271875,[1145],['Phone']
2371,2,Horizantol L,Regular,Yurtici,81.06,0.7027957754364444,"[64, 1143]","['Laptop', 'Textile']"
2371,3,Horizantol M,Regular,Yurtici,53.56,0.8111514178417402,[6712],['Laptop']
2372,1,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.8681877084325201,[8933],['Textile']
2373,1,Fresh,Regular,Yurtici,22.11,0.882755509326923,[9976],['Food Jar']
2374,1,Cardboard Shipping Box No.4,Regular,PTT,51.0,0.8795292590147058,[2163],['Food Jar']
2374,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7455867660467128,[7977],['Shoes']
2375,1,AirPack S,Regular,Surat,38.88,0.42391162255555564,[1422],['Book']
2375,2,Macro,Regular,Surat,50.12,0.6460952787916666,[1425],['Textile']
2375,3,XXL,Regular,Surat,96.48,0.8917072213064745,"[2886, 4072]",['Toy']
2375,4,Macro,Regular,Surat,50.12,0.7164824153935186,[5531],['Cosmetics']
2376,1,S,Regular,Yurtici,16.52,0.8486530835753846,"[1957, 4336]",['Book']
2376,2,XS,Regular,Yurtici,15.49,0.56114700026875,[6950],['Textile']
2376,3,XS,Regular,Yurtici,15.49,0.2866058588278646,[9530],['Textile']
2377,1,XS,Electronics,Yurtici,15.49,0.7447646123305557,[8260],['Phone']
2377,2,XS,Regular,Yurtici,15.49,0.6360495334666667,[5837],['Cosmetics']
2377,3,Fresh,Regular,Yurtici,22.11,0.8048105119488463,[9165],['Textile']
2378,1,Turpex Cardboard Box No.5,Electronics,PTT,0.0,0.8426936222964967,"[957, 2430, 6932]",['Phone']
2378,2,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.7030475656289594,[66],['Shoes']
2378,3,Packaging & Labeling Nylon,Regular,PTT,6.0,0.8481389536640624,[2676],['Food Jar']
2379,1,S,Regular,Yurtici,16.52,0.8510781004615385,[1410],['Book']
2379,2,Horizantol M,Regular,Yurtici,53.56,0.6599193965222222,"[2202, 2895, 6601]","['Book', 'Cosmetics', 'Laptop']"
2379,3,Micro,Regular,Yurtici,12.06,0.36474181771851855,[8549],['Cosmetics']
2380,1,XS,Electronics,Surat,33.29,0.6545206701911859,"[3128, 9325]",['Phone']
2380,2,XXL,Regular,Surat,96.48,0.883905655386628,[4099],['Toy']
2381,1,XS,Electronics,Yurtici,15.49,0.7337972077777776,[524],['Phone']
2381,2,Horizantol M,Regular,Yurtici,53.56,0.6947507116872427,[3883],['Laptop']
2381,3,Micro,Regular,Yurtici,12.06,0.7679558379629632,[7650],['Food Jar']
2381,4,XS,Regular,Yurtici,15.49,0.7157128993861112,[7943],['Shoes']
2382,1,Micro,Electronics,Yurtici,12.06,0.5782244587597036,[3323],['Phone']
2382,2,Horizantol M,Regular,Yurtici,53.56,0.7564166141361552,"[1541, 3242, 5123]","['Book', 'Cosmetics', 'Textile']"
2382,3,XS,Regular,Yurtici,15.49,0.4781240578125,[7885],['Textile']
2383,1,Cardboard Shipping Box No.2,Regular,PTT,20.0,0.9016783813452378,[928],['Book']
2383,2,Gift Cardboard Box L,Regular,PTT,20.0,0.8957643532208976,[8657],['Shoes']
2383,3,Micro,Regular,Surat,20.66,0.8956952816069842,[9590],['Laptop']
2384,1,L,Electronics,Yurtici,73.91,0.7855041877571429,[2564],['Appliance']
2384,2,XXL,Regular,Surat,96.48,0.8473588125132137,"[3714, 5905]","['Food Jar', 'Toy']"
2385,1,NanoBox,Electronics,Aras,24.22,0.6717333573394232,[9797],['Phone']
2386,1,Micro,Regular,Yurtici,12.06,0.758805238711111,[3392],['Textile']
2386,2,Horizantol M,Regular,Yurtici,53.56,0.7593116769724869,[9157],['Textile']
2387,1,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.7490398168773332,[1207],['Book']
2387,2,Packaging & Labeling Nylon,Regular,PTT,6.0,0.7670526551187501,[2666],['Textile']
2387,3,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.6488017056856188,[5041],['Cosmetics']
2387,4,Packaging & Labeling Nylon,Regular,PTT,6.0,0.846492081909375,[7498],['Book']
2387,5,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8559109816987336,[9861],['Shoes']
2388,1,M,Regular,Yurtici,29.45,0.8546232317111109,[1431],['Toy']
2388,2,Fresh,Regular,Yurtici,22.11,0.8856610468974359,[2679],['Food Jar']
2388,3,L,Regular,Yurtici,73.91,0.6434710108214285,"[3758, 7463]","['Textile', 'Shoes']"
2388,4,Horizantol M,Regular,Yurtici,53.56,0.6524421967460319,[9796],['Toy']
2389,1,XS,Regular,Yurtici,15.49,0.7677871068310763,[3264],['Cosmetics']
2390,1,Fresh,Electronics,Yurtici,22.11,0.7613917785506412,"[6174, 7493]","['Appliance', 'Phone']"
2390,2,Fresh,Regular,Yurtici,22.11,0.7982784522053845,[4861],['Food Jar']
2391,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.10686556718933336,[6754],['Phone']
2391,2,Fruit,Regular,Surat,40.82,0.8299617959214906,[2497],['Textile']
2392,1,Horizantol L,Electronics,Yurtici,81.06,0.8631823271750001,[9864],['Appliance']
2392,2,XXL,Regular,Yurtici,99.51,0.8031351769264358,"[68, 718]","['Laptop', 'Shoes']"
2393,1,XS,Electronics,Yurtici,15.49,0.4047355261875,[9893],['Phone']
2393,2,Horizantol L,Regular,Yurtici,81.06,0.806237990158,[3468],['Toy']
2393,3,Horizantol L,Regular,Yurtici,81.06,0.7411521758549998,[5376],['Home Decor']
2393,4,M,Regular,Yurtici,29.45,0.8987900724977778,[7969],['Laptop']
2394,1,Horizantol M,Electronics,Yurtici,53.56,0.5920981758486774,[6187],['Appliance']
2394,2,XXL,Regular,Yurtici,99.51,0.774054266826566,"[881, 3058]","['Book', 'Toy']"
2394,3,Fresh,Regular,Yurtici,22.11,0.8962042223630771,[3416],['Cosmetics']
2394,4,L,Regular,Yurtici,73.91,0.7552169040899999,[5607],['Textile']
2395,1,Micro,Electronics,Yurtici,12.06,0.2337620174648889,[7366],['Phone']
2395,2,Fresh,Regular,Yurtici,22.11,0.808865538923077,[990],['Textile']
2395,3,XS,Regular,Yurtici,15.49,0.8380912712958333,"[2310, 5486]","['Book', 'Cosmetics']"
2396,1,XXL,Regular,Surat,96.48,0.8619311591917196,"[1375, 4168]","['Book', 'Toy']"
2396,2,XXL,Regular,Surat,96.48,0.798463567391015,[6494],['Toy']
2397,1,Turpex Cardboard Box No.4,Electronics,PTT,0.0,0.8204333859191177,[4956],['Phone']
2397,2,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.6950547919466666,[5522],['Cosmetics']
2397,3,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.8799834586425339,[9602],['Laptop']
2398,1,Micro,Electronics,Yurtici,12.06,0.430979029504,[6947],['Phone']
2398,2,L,Regular,Yurtici,73.91,0.7195655796800001,[69],['Shoes']
2398,3,Horizantol L,Regular,Yurtici,81.06,0.8186712384933333,[2914],['Textile']
2398,4,L,Regular,Yurtici,73.91,0.6477062189321429,[4331],['Textile']
2399,1,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.7324471627060001,[789],['Cosmetics']
2399,2,XXL,Regular,Yurtici,99.51,0.8260554208809945,[4490],['Toy']
2399,3,XXL,Regular,Yurtici,99.51,0.8603759803968334,[8496],['Toy']
2399,4,S,Regular,Surat,54.82,0.874390637260546,[9209],['Food Jar']
2400,1,Horizantol L,Regular,Yurtici,81.06,0.8714900424315001,"[1571, 6507]","['Food Jar', 'Toy']"
2401,1,Makro,Electronics,Yurtici,66.93,0.9066920616486865,"[1172, 8408]","['Appliance', 'Phone']"
2401,2,L,Regular,Yurtici,73.91,0.676960871567361,[328],['Shoes']
2402,1,XXL,Electronics,Yurtici,99.51,0.8347263336315625,[356],['Appliance']
2402,2,Horizantol L,Regular,Yurtici,81.06,0.7149034957582501,[5253],['Textile']
2402,3,Micro,Regular,Yurtici,12.06,0.39167434377007404,[7005],['Book']
2402,4,Fresh,Regular,Yurtici,22.11,0.8839294291933335,[7720],['Textile']
2403,1,Fruit,Regular,Surat,40.82,0.8215582413383024,"[70, 6544]","['Cosmetics', 'Textile']"
2403,2,M,Regular,Surat,33.41,0.883216434041152,[7552],['Food Jar']
2404,1,Horizantol M,Regular,Yurtici,53.56,0.6797600191238093,[1528],['Food Jar']
2404,2,L,Regular,Yurtici,73.91,0.7390379461735715,[5545],['Shoes']
2404,3,XS,Regular,Yurtici,15.49,0.5079539983241319,[7983],['Book']
2405,1,Micro,Electronics,Yurtici,12.06,0.5287339883839999,[598],['Phone']
2405,2,Horizantol L,Electronics,Yurtici,81.06,0.7501201865175556,[9611],['Appliance']
2405,3,Fresh,Regular,Yurtici,22.11,0.782036500883077,"[186, 8193]","['Book', 'Shoes']"
2406,1,Micro,Regular,Yurtici,12.06,0.6437546666666668,[874],['Cosmetics']
2407,1,Cardboard Shipping Box No.3,Electronics,PTT,26.0,0.8304414705268544,[1124],['Phone']
2407,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.8734333790759623,[5021],['Shoes']
2407,3,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.8671796244759999,[7021],['Cosmetics']
2408,1,M,Electronics,Yurtici,29.45,0.8839470014484591,"[2841, 5868]","['Appliance', 'Phone']"
2408,2,L,Regular,Yurtici,73.91,0.744846472478611,"[71, 291, 567]","['Book', 'Shoes', 'Toy']"
2409,1,Horizantol L,Electronics,Yurtici,81.06,0.6892662124323751,"[808, 1031, 9761]","['Appliance', 'Phone']"
2409,2,L,Regular,Yurtici,73.91,0.7689132433619048,[5221],['Food Jar']
2410,1,L,Electronics,Yurtici,73.91,0.6385313599585715,"[1777, 7137]","['Appliance', 'Phone']"
2410,2,Horizantol L,Regular,Yurtici,81.06,0.715158395796,"[118, 5046]","['Laptop', 'Cosmetics']"
2411,1,XS,Regular,Yurtici,15.49,0.7822856170973957,[5011],['Book']
2411,2,XLM,Regular,Yurtici,97.2,0.8705964858398065,"[5224, 8505]","['Shoes', 'Toy']"
2412,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.4883750376120001,[73],['Phone']
2412,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.8020071818842994,"[5147, 5772]","['Book', 'Textile']"
2412,3,Gift Cardboard Box M,Regular,PTT,14.0,0.9025926027218392,[6585],['Cosmetics']
2412,4,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.3429734655533334,[8535],['Book']
2413,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.231496271088,[9169],['Phone']
2413,2,Horizontal L,Regular,Surat,85.68,0.891543577916838,[7325],['Toy']
2414,1,Micro,Regular,Yurtici,12.06,0.35493823658844453,[4463],['Book']
2414,2,XLM,Regular,Yurtici,97.2,0.904498574766667,[5256],['Toy']
2414,3,Horizantol M,Regular,Yurtici,53.56,0.8598906392640799,"[7308, 8009]",['Textile']
2414,4,Horizantol M,Regular,Yurtici,53.56,0.5687988363738977,[8956],['Shoes']
2415,1,L,Regular,Surat,68.98,0.720639499230227,"[690, 2067]","['Book', 'Cosmetics']"
2415,2,XXL,Regular,Surat,96.48,0.9004829223852274,[4544],['Shoes']
2415,3,XXL,Regular,Surat,96.48,0.6298019210545719,[6583],['Textile']
2416,1,Micro,Electronics,Yurtici,12.06,0.42070898913599997,[8751],['Phone']
2416,2,Horizantol M,Regular,Yurtici,53.56,0.6747169894004115,"[2443, 2790]","['Shoes', 'Home Decor']"
2416,3,Horizantol L,Regular,Yurtici,81.06,0.7852954222000001,[8150],['Home Decor']
2417,1,Horizantol L,Regular,Yurtici,81.06,0.6922385911875,[224],['Food Jar']
2417,2,Horizantol M,Regular,Yurtici,53.56,0.8281798063414462,[1119],['Cosmetics']
2417,3,Horizantol M,Regular,Yurtici,53.56,0.6793394367407407,[9422],['Textile']
2418,1,Horizantol L,Regular,Yurtici,81.06,0.7897340322536389,"[1555, 4046]","['Book', 'Textile']"
2418,2,XS,Regular,Yurtici,15.49,0.429837971009028,[4781],['Book']
2418,3,Fresh,Regular,Yurtici,22.11,0.7616369373526924,[9618],['Home Decor']
2419,1,XS,Electronics,Yurtici,15.49,0.34169852715434035,[1162],['Phone']
2419,2,Horizantol M,Regular,Yurtici,53.56,0.8493634058439742,[74],['Textile']
2419,3,L,Regular,Yurtici,73.91,0.8578452434884524,[1720],['Laptop']
2419,4,Horizantol M,Regular,Yurtici,53.56,0.8299646944444444,[2379],['Shoes']
2419,5,M,Regular,Yurtici,29.45,0.898356000967742,[3390],['Toy']
2420,1,S,Electronics,Yurtici,16.52,0.9062516972353848,[5263],['Phone']
2420,2,L,Electronics,Yurtici,73.91,0.8159160929636112,[6149],['Appliance']
2420,3,L,Regular,Yurtici,73.91,0.8766590606799999,[8602],['Food Jar']
2420,4,Micro,Regular,Yurtici,12.06,0.49260293500444446,[8772],['Cosmetics']
2421,1,Cardboard Shipping Box No.2,Regular,PTT,20.0,0.8774173518873625,[539],['Book']
2421,2,L,Regular,Yurtici,73.91,0.7044199500101189,[595],['Home Decor']
2421,3,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.7561708735320002,[2491],['Book']
2422,1,MegaBox,Regular,Aras,127.15,0.9090151529901317,[2231],['Shoes']
2423,1,XS,Regular,Yurtici,15.49,0.6209747203916667,[3668],['Cosmetics']
2423,2,M,Regular,Yurtici,29.45,0.8687528145204303,[7745],['Textile']
2423,3,Micro,Regular,Yurtici,12.06,0.5082696156918519,[8284],['Book']
2424,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.623088953964,[8965],['Phone']
2424,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.8178376721446529,"[5628, 7147]","['Laptop', 'Textile']"
2425,1,Fresh,Electronics,Yurtici,22.11,0.8267151696323078,[8635],['Phone']
2425,2,S,Regular,Yurtici,16.52,0.8673016058741537,[7265],['Food Jar']
2426,1,XS,Electronics,Yurtici,15.49,0.8823395807130208,[117],['Appliance']
2426,2,Micro,Regular,Yurtici,12.06,0.868156349824,[2342],['Textile']
2426,3,Fresh,Regular,Yurtici,22.11,0.8703237385130769,"[5972, 8516]","['Laptop', 'Cosmetics']"
2427,1,Horizantol L,Regular,Yurtici,81.06,0.6595998782639999,[444],['Textile']
2427,2,Micro,Regular,Yurtici,12.06,0.5001493174400001,[2740],['Cosmetics']
2427,3,XS,Regular,Yurtici,15.49,0.6040783550625,[6049],['Laptop']
2428,1,XS,Electronics,Yurtici,15.49,0.3064653804895833,[7828],['Phone']
2428,2,Horizantol L,Regular,Yurtici,81.06,0.6778134051466667,[75],['Toy']
2429,1,XS,Regular,Yurtici,15.49,0.5929345502572917,[797],['Book']
2429,2,L,Regular,Yurtici,73.91,0.7542480023607143,[7904],['Food Jar']
2430,1,Cardboard Shipping Box No.4,Regular,PTT,51.0,0.883742743352,[2439],['Shoes']
2430,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7595626158021734,[4418],['Food Jar']
2431,1,Horizantol M,Regular,Yurtici,53.56,0.8688871766666668,[6614],['Home Decor']
2431,2,Horizantol L,Regular,Yurtici,81.06,0.8535288902599999,"[8513, 9319]","['Shoes', 'Toy']"
2432,1,S,Regular,Surat,54.82,0.8534289688315413,[9939],['Shoes']
2433,1,M,Regular,Yurtici,29.45,0.7190185247569894,[1618],['Cosmetics']
2433,2,XS,Regular,Yurtici,15.49,0.7886566141406252,[6188],['Book']
2434,1,Horizantol M,Electronics,Yurtici,53.56,0.5881681317520282,"[77, 8403, 9150]","['Appliance', 'Phone']"
2434,2,XS,Regular,Yurtici,15.49,0.8824900118138888,[2293],['Shoes']
2434,3,Horizantol L,Regular,Yurtici,81.06,0.6826316289326668,[9070],['Textile']
2435,1,XS,Regular,Yurtici,15.49,0.7327400543847223,[790],['Shoes']
2435,2,XS,Regular,Yurtici,15.49,0.6979817417729167,[1848],['Laptop']
2435,3,S,Regular,Yurtici,16.52,0.8103377597981539,[2885],['Textile']
2435,4,XS,Regular,Yurtici,15.49,0.44200449515104173,[5169],['Textile']
2436,1,Fresh,Regular,Yurtici,22.11,0.8491174176450001,[3393],['Shoes']
2437,1,XS,Regular,Yurtici,15.49,0.5616852252182292,[2522],['Food Jar']
2437,2,M,Regular,Yurtici,29.45,0.8768476590587816,[3491],['Textile']
2437,3,L,Regular,Yurtici,73.91,0.8916023897666667,[4175],['Toy']
2437,4,Makro,Regular,Yurtici,66.93,0.9087407463356005,[6733],['Food Jar']
2438,1,M,Electronics,Yurtici,29.45,0.8621592249705138,[5102],['Appliance']
2438,2,Fresh,Regular,Yurtici,22.11,0.8561140860641024,[78],['Shoes']
2438,3,Micro,Regular,Yurtici,12.06,0.746564347008,[2665],['Book']
2438,4,XS,Regular,Yurtici,15.49,0.3588881816666668,[5203],['Food Jar']
2438,5,Horizantol L,Regular,Yurtici,81.06,0.7620157193340835,[8740],['Toy']
2439,1,XS,Electronics,Yurtici,15.49,0.48195541131111125,[6978],['Phone']
2439,2,Micro,Regular,Yurtici,12.06,0.45470251137422224,[3132],['Book']
2439,3,XS,Regular,Yurtici,15.49,0.50829899835,[5841],['Laptop']
2439,4,XS,Regular,Yurtici,15.49,0.30655747670833333,[9360],['Book']
2440,1,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.8929125970268165,"[2788, 5089]","['Shoes', 'Toy']"
2441,1,Micro,Regular,Yurtici,12.06,0.7190804954435556,[1778],['Book']
2441,2,Micro,Regular,Yurtici,12.06,0.505193671136,[8660],['Book']
2442,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.2904954275520001,[2427],['Phone']
2442,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7950028897015572,"[5322, 8124, 9396]","['Book', 'Shoes', 'Home Decor']"
2443,1,Micro,Electronics,Yurtici,12.06,0.884280940032,[2903],['Phone']
2443,2,S,Regular,Yurtici,16.52,0.8077017311353848,"[5416, 8562]","['Food Jar', 'Textile']"
2444,1,S,Regular,Yurtici,16.52,0.8441002165015385,[6930],['Textile']
2445,1,XLM,Electronics,Yurtici,97.2,0.8533585191297619,[5195],['Appliance']
2446,1,Micro,Electronics,Yurtici,12.06,0.4317263411626666,[436],['Phone']
2446,2,Micro,Regular,Yurtici,12.06,0.450009833752889,[2805],['Cosmetics']
2446,3,XXL,Regular,Yurtici,99.51,0.7866820960871665,"[3477, 5056]","['Food Jar', 'Textile']"
2447,1,S,Electronics,Yurtici,16.52,0.8801484194326155,[2718],['Appliance']
2447,2,XS,Regular,Yurtici,15.49,0.7526971412671875,"[531, 6620]",['Cosmetics']
2448,1,XS,Regular,Yurtici,15.49,0.6732373096875,[3158],['Shoes']
2448,2,XS,Regular,Yurtici,15.49,0.5703574619166667,[5085],['Toy']
2448,3,S,Regular,Yurtici,16.52,0.9018895141189232,[7569],['Toy']
2449,1,Horizantol M,Electronics,Yurtici,53.56,0.7347703822336861,"[566, 1722]","['Appliance', 'Phone']"
2449,2,Fresh,Regular,Yurtici,22.11,0.7775205850178846,"[6834, 7093]","['Book', 'Textile']"
2449,3,XXL,Regular,Yurtici,99.51,0.8520333655898775,[9122],['Shoes']
2450,1,Micro,Electronics,Yurtici,12.06,0.2998862777333334,[2539],['Phone']
2450,2,Horizantol L,Regular,Yurtici,81.06,0.8496346648376666,[723],['Shoes']
2450,3,Horizantol M,Regular,Yurtici,53.56,0.8666990542636098,[1264],['Toy']
2450,4,Horizantol L,Regular,Yurtici,81.06,0.7660874341505001,[5301],['Toy']
2451,1,XXL,Regular,Surat,96.48,0.6558417597358351,"[3136, 4926]","['Laptop', 'Shoes']"
2452,1,Horizantol L,Regular,Yurtici,81.06,0.7775794290448332,"[79, 1945]",['Textile']
2452,2,XS,Regular,Yurtici,15.49,0.647550825632639,[4349],['Cosmetics']
2453,1,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7952109998083909,[6114],['Toy']
2454,1,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7956184494137111,"[173, 4395]","['Laptop', 'Textile']"
2455,1,S,Regular,Surat,54.82,0.8846639656913153,[3614],['Book']
2455,2,MegaBox,Regular,Aras,127.15,0.8044222659514638,"[7788, 9299]","['Food Jar', 'Toy']"
2456,1,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.766426489686,[4179],['Book']
2456,2,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.8222759716026955,[4741],['Shoes']
2456,3,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8574888405422794,[8237],['Shoes']
2456,4,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.6744887894347827,[9973],['Textile']
2458,1,XS,Electronics,Yurtici,15.49,0.8546991444333334,"[80, 1585]",['Phone']
2458,2,XS,Regular,Yurtici,15.49,0.7004887421,"[4205, 4320]","['Book', 'Cosmetics']"
2458,3,L,Regular,Yurtici,73.91,0.6926415681657142,[5142],['Food Jar']
2459,1,Cardboard Shipping Box No.4,Regular,PTT,51.0,0.8895582470435294,[452],['Shoes']
2459,2,Cardboard Shipping Box No.4,Regular,PTT,51.0,0.8589603173029412,[1397],['Cosmetics']
2459,3,MegaBox,Regular,Aras,127.15,0.8665423571637829,[4386],['Textile']
2459,4,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8491880361927083,[8976],['Shoes']
2460,1,XS,Electronics,Yurtici,15.49,0.3023832862145834,[81],['Phone']
2460,2,L,Regular,Yurtici,73.91,0.8274607615875595,[4367],['Food Jar']
2460,3,Horizantol M,Regular,Yurtici,53.56,0.8023841544916226,[8295],['Home Decor']
2460,4,M,Regular,Yurtici,29.45,0.8752706014296774,[8652],['Cosmetics']
2460,5,M,Regular,Yurtici,29.45,0.8833237985926884,[8804],['Toy']
2461,1,XS,Electronics,Yurtici,15.49,0.5334200182638889,[719],['Phone']
2461,2,L,Regular,Yurtici,73.91,0.7669939725215873,[4917],['Shoes']
2461,3,M,Regular,Yurtici,29.45,0.8841382054824375,[4951],['Cosmetics']
2461,4,Micro,Regular,Yurtici,12.06,0.7791548282399999,[9058],['Cosmetics']
2462,1,XS,Electronics,Yurtici,15.49,0.6564226929166667,[4731],['Phone']
2462,2,L,Regular,Yurtici,73.91,0.7005517461525,[169],['Toy']
2462,3,XS,Regular,Yurtici,15.49,0.35115072847968753,[3852],['Laptop']
2462,4,L,Regular,Yurtici,73.91,0.73203841611,[8523],['Laptop']
2463,1,L,Regular,Yurtici,73.91,0.6892233355322223,"[2757, 4286]","['Food Jar', 'Textile']"
2463,2,Packaging & Labeling Nylon,Regular,PTT,6.0,0.8828749437152776,[6236],['Food Jar']
2464,1,Turpex Cardboard Box No.5,Electronics,PTT,0.0,0.7565940972969291,[2602],['Appliance']
2464,2,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.5910189022324416,[9464],['Cosmetics']
2465,1,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.5192304919600002,[2438],['Textile']
2465,2,L,Regular,Yurtici,73.91,0.6785384804914285,"[6441, 9112]","['Laptop', 'Cosmetics']"
2466,1,Micro,Electronics,Yurtici,12.06,0.5141451851851851,[792],['Phone']
2466,2,Fresh,Regular,Yurtici,22.11,0.8592393324307696,[2268],['Laptop']
2466,3,XXL,Regular,Yurtici,99.51,0.8167152304784456,[7039],['Toy']
